Surrogate Keys,date,prname,province,totalcases,numdeaths,recovery,partial,full,booster
1395,2022-02-19,Manitoba,MB,128486,1649,115473,2818315,1090744,570578
1396,2022-02-19,Ontario,ON,1105523,12394,1051247,31467215,11955214,6847871
1397,2022-02-19,Quebec,QC,910977,13449,870517,18621247,7055232,4096080
1398,2022-02-19,Newfoundland and Labrador,NL,21613,62,19473,967199,469904,0
1399,2022-02-19,New Brunswick,NB,34222,298,30488,1710295,648317,366149
1400,2022-02-19,Nova Scotia,NS,43833,185,39990,2196425,824695,492234
1401,2022-02-19,Prince Edward Island,PE,11484,15,9359,355229,138942,67369
1402,2022-02-19,Yukon,YT,3369,20,3301,89370,34032,18868
1403,2022-02-19,Northwest Territories,NT,8124,18,7494,98529,38816,18881
1404,2022-02-19,Nunavut,NU,2414,5,1974,73331,27289,13182
1405,2022-02-26,British Columbia,BC,347729,2851,307963,11310191,4262169,2562949
1406,2022-02-26,Alberta,AB,524329,3916,510371,8486394,3349593,1557488
1407,2022-02-26,Saskatchewan,SK,128263,1137,113023,2329597,899829,451254
1408,2022-02-26,Manitoba,MB,130277,1675,119754,2830568,1095447,576911
1409,2022-02-26,Ontario,ON,1117883,12519,1069795,31645374,11998022,6958202
1410,2022-02-26,Quebec,QC,920174,13556,886721,18723958,7077996,4170019
1411,2022-02-26,Newfoundland and Labrador,NL,23443,65,20992,970503,472741,0
1412,2022-02-26,New Brunswick,NB,36417,301,32734,1722288,652502,373196
1413,2022-02-26,Nova Scotia,NS,45351,192,41435,2210140,829001,498548
1414,2022-02-26,Prince Edward Island,PE,13361,16,10326,363678,140935,73514
1415,2022-02-26,Yukon,YT,3438,21,3362,90058,34338,19214
1416,2022-02-26,Northwest Territories,NT,8656,19,8089,98969,38996,19101
1417,2022-02-26,Nunavut,NU,2690,5,2299,74352,27776,13523
1418,2022-03-05,British Columbia,BC,350329,2903,307963,11361559,4277334,2595400
1419,2022-03-05,Alberta,AB,527723,3970,516004,8509282,3358164,1568339
1420,2022-03-05,Saskatchewan,SK,129251,1151,113023,2329597,899829,451254
1421,2022-03-05,Manitoba,MB,131526,1690,122694,2840311,1099486,581703
1422,2022-03-05,Ontario,ON,1129245,12611,1082001,31773683,12032707,7031101
1423,2022-03-05,Quebec,QC,927786,13669,895073,18791568,7090456,4220898
1424,2022-03-05,Newfoundland and Labrador,NL,26197,69,22829,1258346,474738,285534
1425,2022-03-05,New Brunswick,NB,38937,309,34734,1729088,654567,377401
1426,2022-03-05,Nova Scotia,NS,46719,207,43018,2217196,831009,503257
1427,2022-03-05,Prince Edward Island,PE,16604,16,11896,367300,141226,76663
1428,2022-03-05,Yukon,YT,3495,22,3433,90425,34567,19341
1429,2022-03-05,Northwest Territories,NT,9107,19,8733,99311,39128,19277
1430,2022-03-05,Nunavut,NU,3017,5,2560,74881,27989,13738
1431,2022-03-12,British Columbia,BC,352319,2932,307963,11398503,4289912,2616708
1432,2022-03-12,Alberta,AB,530967,4006,520213,8528703,3358378,1577337
1433,2022-03-12,Saskatchewan,SK,130082,1179,113023,2329597,899829,451254
1434,2022-03-12,Manitoba,MB,132681,1710,125913,2847639,1102303,585330
1435,2022-03-12,Ontario,ON,1140607,12674,1095221,31867050,12060541,7079357
1436,2022-03-12,Quebec,QC,935274,13757,907358,18840328,7103379,4252486
1437,2022-03-12,Newfoundland and Labrador,NL,30100,76,25162,1260650,475891,286504
1438,2022-03-12,New Brunswick,NB,42320,320,37138,1733241,655731,380040
1439,2022-03-12,Nova Scotia,NS,48076,217,43018,2217196,831009,503257
1440,2022-03-12,Prince Edward Island,PE,19603,16,13996,369073,141752,77786
1441,2022-03-12,Yukon,YT,3562,23,3484,90642,34661,19473
1442,2022-03-12,Northwest Territories,NT,9487,20,9131,99311,39128,19277
1443,2022-03-12,Nunavut,NU,3262,5,2859,75394,28244,13890
1444,2022-03-19,British Columbia,BC,353778,2966,307963,11434211,4303324,2636829
1445,2022-03-19,Alberta,AB,534675,4036,523679,8550867,3364574,1589971
1446,2022-03-19,Saskatchewan,SK,130977,1211,113023,2329597,899829,451254
1447,2022-03-19,Manitoba,MB,133928,1726,127799,2853637,1104825,588188
1448,2022-03-19,Ontario,ON,1151936,12738,1107840,31957858,12088054,7126487
1449,2022-03-19,Quebec,QC,943732,13832,914755,18882883,7115324,4278990
1450,2022-03-19,Newfoundland and Labrador,NL,33834,86,25162,1260650,475891,286504
1451,2022-03-19,New Brunswick,NB,45101,336,37808,1734432,656062,380762
1452,2022-03-19,Nova Scotia,NS,50534,228,43018,2217196,831009,503257
1453,2022-03-19,Prince Edward Island,PE,22151,16,17252,371154,142664,78816
1454,2022-03-19,Yukon,YT,3640,23,3544,90932,34793,19616
1455,2022-03-19,Northwest Territories,NT,9841,21,9466,99769,39285,19529
1456,2022-03-19,Nunavut,NU,3370,5,3007,75945,28510,14086
1457,2022-03-26,British Columbia,BC,355299,2983,307963,11468257,4316033,2655809
1458,2022-03-26,Alberta,AB,539053,4066,523679,8565479,3368383,1598895
1459,2022-03-26,Saskatchewan,SK,132172,1232,113023,2336814,900769,483213
1460,2022-03-26,Manitoba,MB,135214,1744,129338,2860118,1107564,591305
1461,2022-03-26,Ontario,ON,1166299,12795,1120117,32026035,12106871,7160512
1462,2022-03-26,Quebec,QC,957152,13902,922398,18927974,7125604,4307006
1463,2022-03-26,Newfoundland and Labrador,NL,36624,100,25162,1264499,476756,289311
1464,2022-03-26,New Brunswick,NB,48197,349,40322,1737641,656976,382776
1465,2022-03-26,Nova Scotia,NS,53825,241,43018,2217196,831009,503257
1466,2022-03-26,Prince Edward Island,PE,24747,17,20035,372378,143061,79554
1467,2022-03-26,Yukon,YT,3737,24,3606,91117,34876,19706
1468,2022-03-26,Northwest Territories,NT,10374,21,9804,99908,39328,19602
1469,2022-03-26,Nunavut,NU,3441,6,3178,76392,28720,14257
1470,2022-04-02,British Columbia,BC,357242,3004,307963,11495364,4325534,2671344
1471,2022-04-02,Alberta,AB,544254,4098,523679,8586230,3381375,1610588
1472,2022-04-02,Saskatchewan,SK,133204,1255,113023,2336814,900769,483213
1473,2022-04-02,Manitoba,MB,136573,1751,129338,2863534,1108820,593160
1474,2022-04-02,Ontario,ON,1184369,12856,1133514,32084745,12122293,7189977
1475,2022-04-02,Quebec,QC,977011,13977,931800,19017481,7135087,4339466
1476,2022-04-02,Newfoundland and Labrador,NL,39312,115,25162,1264499,476756,289311
1477,2022-04-02,New Brunswick,NB,51854,358,42893,1740082,657661,384305
1478,2022-04-02,Nova Scotia,NS,58398,252,43018,2235685,842600,503257
1479,2022-04-02,Prince Edward Island,PE,27271,19,22295,373337,143341,80143
1480,2022-04-02,Yukon,YT,3855,24,3706,91357,34951,19851
1481,2022-04-02,Northwest Territories,NT,10873,21,10262,100094,39402,19685
1482,2022-04-02,Nunavut,NU,3506,7,3389,76670,28828,14376
1483,2022-04-09,British Columbia,BC,359002,3036,307963,11503889,4328412,2676557
1484,2022-04-09,Alberta,AB,550313,4137,523679,8603560,3386264,1620011
1485,2022-04-09,Saskatchewan,SK,134252,1275,113023,2336814,900769,483213
1486,2022-04-09,Manitoba,MB,138271,1759,129338,2863534,1108820,593160
1487,2022-04-09,Ontario,ON,1206931,12922,1149833,32177268,12134753,7220800
1488,2022-04-09,Quebec,QC,999276,14106,943855,19183536,7140960,4368220
1489,2022-04-09,Newfoundland and Labrador,NL,41255,128,25162,1264499,476756,289311
1490,2022-04-09,New Brunswick,NB,55812,368,45362,1742093,658240,385579
1491,2022-04-09,Nova Scotia,NS,69899,271,43018,2235685,842600,503257
1492,2022-04-09,Prince Edward Island,PE,29649,20,24737,373938,143496,80515
1493,2022-04-09,Yukon,YT,3953,24,3805,91517,35022,19935
1494,2022-04-09,Northwest Territories,NT,11098,21,10614,100212,39446,19736
1495,2022-04-09,Nunavut,NU,3531,7,3435,77083,29021,14519
1496,2022-04-16,British Columbia,BC,361034,3077,307963,11503889,4328412,2676557
1497,2022-04-16,Alberta,AB,556387,4186,523679,8621854,3389886,1629405
1498,2022-04-16,Saskatchewan,SK,135099,1295,113023,2336814,900769,483213
1499,2022-04-16,Manitoba,MB,139465,1774,129338,2863534,1108820,593160
1500,2022-04-16,Ontario,ON,1230037,13035,1168929,32371402,12146018,7251451
1501,2022-04-16,Quebec,QC,1018812,14268,963022,19425080,7145840,4392470
1502,2022-04-16,Newfoundland and Labrador,NL,42576,143,25162,1264499,476756,289311
1503,2022-04-16,New Brunswick,NB,58768,378,49723,1743499,658382,386526
1504,2022-04-16,Nova Scotia,NS,79289,286,43018,2235685,842600,503257
1505,2022-04-16,Prince Edward Island,PE,31706,22,27418,374491,143567,80907
1506,2022-04-16,Yukon,YT,4015,24,3805,91517,35022,19935
1507,2022-04-16,Northwest Territories,NT,11136,21,10614,100512,39484,19825
1508,2022-04-16,Nunavut,NU,3531,7,3435,77083,29021,14519
1509,2022-04-23,British Columbia,BC,363302,3147,307963,11571091,4351124,2716306
1510,2022-04-23,Alberta,AB,563032,4248,523679,8664335,3385976,1638454
1511,2022-04-23,Saskatchewan,SK,135926,1310,113023,2405480,913935,491475
1512,2022-04-23,Manitoba,MB,140931,1792,129338,2863534,1108820,593160
1513,2022-04-23,Ontario,ON,1251990,13144,1191712,32572210,12156542,7279492
1514,2022-04-23,Quebec,QC,1034270,14438,983050,19629466,7149006,4409930
1515,2022-04-23,Newfoundland and Labrador,NL,43538,156,25162,1264499,476756,289311
1516,2022-04-23,New Brunswick,NB,60756,384,49723,1744806,658615,387467
1517,2022-04-23,Nova Scotia,NS,85123,307,43018,2235685,842600,503257
1518,2022-04-23,Prince Edward Island,PE,33525,24,29743,375687,143741,81338
1519,2022-04-23,Yukon,YT,4125,24,4001,91707,35089,20047
1520,2022-04-23,Northwest Territories,NT,11243,22,10614,100512,39484,19825
1521,2022-04-23,Nunavut,NU,3531,7,3435,77083,29021,14519
1522,2022-04-30,British Columbia,BC,365577,3226,307963,11605045,4355573,2743666
1523,2022-04-30,Alberta,AB,568829,4311,523679,8698772,3389176,1646253
1524,2022-04-30,Saskatchewan,SK,136667,1324,113023,2421490,912271,493272
1525,2022-04-30,Manitoba,MB,141973,1819,129338,2863534,1108820,593160
1526,2022-04-30,Ontario,ON,1269166,13256,1214942,32759866,12167164,7305474
1527,2022-04-30,Quebec,QC,1045747,14605,983050,19824657,7153033,4427273
1528,2022-04-30,Newfoundland and Labrador,NL,44251,165,25162,1264499,476756,289311
1529,2022-04-30,New Brunswick,NB,62148,399,49723,1746304,658872,388550
1530,2022-04-30,Nova Scotia,NS,89225,330,43018,2235685,842600,503257
1531,2022-04-30,Prince Edward Island,PE,34935,26,31670,376855,143804,81616
1532,2022-04-30,Yukon,YT,4203,25,4001,91707,35089,20047
1533,2022-04-30,Northwest Territories,NT,11348,22,11140,100831,39525,19911
1534,2022-04-30,Nunavut,NU,3531,7,3435,77083,29021,14519
1535,2022-05-07,British Columbia,BC,367559,3307,307963,11637908,4359500,2721848
1536,2022-05-07,Alberta,AB,573694,4373,523679,8741621,3392584,1658116
1537,2022-05-07,Saskatchewan,SK,137376,1343,113023,2447113,912817,495206
1538,2022-05-07,Manitoba,MB,142875,1847,129338,2863534,1108820,593160
1539,2022-05-07,Ontario,ON,1283281,13395,1235302,32924140,12176491,7325918
1540,2022-05-07,Quebec,QC,1054158,14722,983050,19961505,7156150,4440015
1541,2022-05-07,Newfoundland and Labrador,NL,44788,171,25162,1264499,476756,289311
1542,2022-05-07,New Brunswick,NB,63486,406,49723,1747568,659105,389435
1543,2022-05-07,Nova Scotia,NS,92781,349,43018,2235685,842600,503257
1544,2022-05-07,Prince Edward Island,PE,35947,29,33654,378536,143973,81932
1545,2022-05-07,Yukon,YT,4271,25,4146,91963,35143,20224
1546,2022-05-07,Northwest Territories,NT,11411,22,11264,100831,39525,19911
1547,2022-05-07,Nunavut,NU,3531,7,3435,77083,29021,14519
1548,2022-05-14,British Columbia,BC,369202,3398,307963,11637908,4359500,2721848
1549,2022-05-14,Alberta,AB,577412,4432,523679,8772287,3394959,1664080
1550,2022-05-14,Saskatchewan,SK,137840,1364,113023,2470905,913292,496819
1551,2022-05-14,Manitoba,MB,143603,1913,129338,2863534,1108820,593160
1552,2022-05-14,Ontario,ON,1294614,13493,1249820,33056135,12183548,7339963
1553,2022-05-14,Quebec,QC,1060155,14834,983050,20083579,7159832,4453653
1554,2022-05-14,Newfoundland and Labrador,NL,45196,176,25162,1264499,476756,289311
1555,2022-05-14,New Brunswick,NB,64490,411,49723,1748729,659327,390204
1556,2022-05-14,Nova Scotia,NS,95802,371,43018,2235685,842600,503257
1557,2022-05-14,Prince Edward Island,PE,36785,33,33654,378536,143973,81932
1558,2022-05-14,Yukon,YT,4321,25,4214,92155,35206,20312
1559,2022-05-14,Northwest Territories,NT,11426,22,11327,101209,39575,20025
1560,2022-05-14,Nunavut,NU,3531,7,3435,77083,29021,14519
1561,2022-05-21,British Columbia,BC,370559,3469,307963,11721850,4365568,2737325
1562,2022-05-21,Alberta,AB,580399,4485,523679,8802520,3397198,1669417
1563,2022-05-21,Saskatchewan,SK,138193,1376,113023,2488443,913769,498339
1564,2022-05-21,Manitoba,MB,144140,1928,129338,2863534,1108820,593160
1565,2022-05-21,Ontario,ON,1303135,13566,1265415,33224923,12193332,7357628
1566,2022-05-21,Quebec,QC,1064265,14890,983050,20170094,7163528,4465851
1567,2022-05-21,Newfoundland and Labrador,NL,45573,179,25162,1264499,476756,289311
1568,2022-05-21,New Brunswick,NB,65258,416,49723,1749707,659540,390860
1569,2022-05-21,Nova Scotia,NS,97938,387,43018,2235685,842600,503257
1570,2022-05-21,Prince Edward Island,PE,37383,33,35952,381692,144157,82321
1571,2022-05-21,Yukon,YT,4349,25,4214,92155,35206,20312
1572,2022-05-21,Northwest Territories,NT,11433,22,11327,101209,39575,20025
1573,2022-05-21,Nunavut,NU,3531,7,3435,77083,29021,14519
1574,2022-05-28,British Columbia,BC,371720,3547,307963,11773329,4368237,2743594
1575,2022-05-28,Alberta,AB,582755,4522,523679,8825042,3407041,1673879
1576,2022-05-28,Saskatchewan,SK,138558,1386,113023,2500350,914182,499504
1577,2022-05-28,Manitoba,MB,144556,1980,129338,2863534,1108820,593160
1578,2022-05-28,Ontario,ON,1309194,13625,1276210,33326680,12199821,7369078
1579,2022-05-28,Quebec,QC,1068185,14939,983050,20227194,7166997,4475981
1580,2022-05-28,Newfoundland and Labrador,NL,45964,183,25162,1264499,476756,289311
1581,2022-05-28,New Brunswick,NB,65812,419,49723,1750682,659747,391542
1582,2022-05-28,Nova Scotia,NS,99688,397,43018,2235685,842600,503257
1583,2022-05-28,Prince Edward Island,PE,37850,33,36802,384503,144210,82594
1584,2022-05-28,Yukon,YT,4381,26,4214,92155,35206,20312
1585,2022-05-28,Northwest Territories,NT,11466,22,11327,101864,39615,20138
1586,2022-05-28,Nunavut,NU,3531,7,3435,77083,29021,14519
1587,2022-06-04,British Columbia,BC,372611,3614,307963,11826489,4371128,2748565
1588,2022-06-04,Alberta,AB,584668,4559,523679,8847062,3409240,1678592
1589,2022-06-04,Saskatchewan,SK,138830,1396,113023,2507865,914527,500418
1590,2022-06-04,Manitoba,MB,144895,2004,129338,2863534,1108820,593160
1591,2022-06-04,Ontario,ON,1314537,13678,1284384,33421757,12207728,7381250
1592,2022-06-04,Quebec,QC,1072373,14975,1046143,20270818,7170342,4484775
1593,2022-06-04,Newfoundland and Labrador,NL,46424,185,25162,1264499,476756,289311
1594,2022-06-04,New Brunswick,NB,66345,421,49723,1751534,659945,392106
1595,2022-06-04,Nova Scotia,NS,101330,415,43018,2235685,842600,503257
1596,2022-06-04,Prince Edward Island,PE,38415,34,37431,384503,144210,82594
1597,2022-06-04,Yukon,YT,4399,26,4214,92155,35206,20312
1598,2022-06-04,Northwest Territories,NT,11495,22,11327,101864,39615,20138
1599,2022-06-04,Nunavut,NU,3531,7,3435,77083,29021,14519
1600,2022-06-11,British Columbia,BC,373336,3682,307963,11883759,4373590,2753669
1601,2022-06-11,Alberta,AB,586211,4576,523679,8863877,3403562,1682929
1602,2022-06-11,Saskatchewan,SK,139224,1412,113023,2514106,914913,501331
1603,2022-06-11,Manitoba,MB,145123,2015,129338,2863534,1108820,593160
1604,2022-06-11,Ontario,ON,1319596,13718,1290406,33500820,12214746,7391656
1605,2022-06-11,Quebec,QC,1077079,15005,1050465,20307324,7173556,4492795
1606,2022-06-11,Newfoundland and Labrador,NL,46891,188,25162,1264499,476756,289311
1607,2022-06-11,New Brunswick,NB,66816,422,65138,1752632,660200,392840
1608,2022-06-11,Nova Scotia,NS,103258,428,43018,2235685,842600,503257
1609,2022-06-11,Prince Edward Island,PE,39081,40,38407,388281,144353,82925
1610,2022-06-11,Yukon,YT,4412,26,4356,92392,35265,20459
1611,2022-06-11,Northwest Territories,NT,11508,22,11327,101864,39615,20138
1612,2022-06-11,Nunavut,NU,3531,7,3435,77083,29021,14519
1613,2022-06-18,British Columbia,BC,373974,3722,307963,11939413,4376269,2759421
1614,2022-06-18,Alberta,AB,587394,4589,523679,8878391,3405632,1686602
1615,2022-06-18,Saskatchewan,SK,139453,1424,113023,2519088,915279,502142
1616,2022-06-18,Manitoba,MB,145326,2025,129338,2863534,1108820,593160
1617,2022-06-18,Ontario,ON,1323982,13744,1295823,33574138,12221046,7401729
1618,2022-06-18,Quebec,QC,1082625,15030,1052505,20341606,7176320,4500074
1619,2022-06-18,Newfoundland and Labrador,NL,47353,191,25162,1264499,476756,289311
1620,2022-06-18,New Brunswick,NB,67241,422,65138,1753566,660429,393422
1621,2022-06-18,Nova Scotia,NS,104971,436,43018,2235685,842600,503257
1622,2022-06-18,Prince Edward Island,PE,39732,45,38407,388281,144353,82925
1623,2022-06-18,Yukon,YT,4432,26,4392,92557,35326,20553
1624,2022-06-18,Northwest Territories,NT,11511,22,11327,101864,39615,20138
1625,2022-06-18,Nunavut,NU,3531,7,3435,77083,29021,14519
1626,2022-06-25,British Columbia,BC,374594,3747,307963,11994569,4378515,2765576
1627,2022-06-25,Alberta,AB,588311,4610,523679,8888658,3406934,1689107
1628,2022-06-25,Saskatchewan,SK,139661,1427,113023,2523427,915596,502870
1629,2022-06-25,Manitoba,MB,145498,2043,129338,2863534,1108820,593160
1630,2022-06-25,Ontario,ON,1329416,13774,1300649,33653315,12226562,7411765
1631,2022-06-25,Quebec,QC,1089710,15063,1059203,20371052,7179134,4507152
1632,2022-06-25,Newfoundland and Labrador,NL,47773,193,25162,1264499,476756,289311
1633,2022-06-25,New Brunswick,NB,67725,425,65138,1754412,660626,393948
1634,2022-06-25,Nova Scotia,NS,106633,441,43018,2235685,842600,503257
1635,2022-06-25,Prince Edward Island,PE,40460,45,39108,391227,144466,83158
1636,2022-06-25,Yukon,YT,4456,26,4392,92557,35326,20553
1637,2022-06-25,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1638,2022-06-25,Nunavut,NU,3531,7,3435,77083,29021,14519
1639,2022-07-02,British Columbia,BC,375357,3788,307963,11994569,4378515,2765576
1640,2022-07-02,Alberta,AB,589351,4621,523679,8888658,3406934,1689107
1641,2022-07-02,Saskatchewan,SK,139871,1431,113023,2527074,915908,503457
1642,2022-07-02,Manitoba,MB,145623,2047,129338,2863534,1108820,593160
1643,2022-07-02,Ontario,ON,1336059,13812,1305387,33716859,12232743,7422174
1644,2022-07-02,Quebec,QC,1099702,15110,1064744,20400295,7181199,4513264
1645,2022-07-02,Newfoundland and Labrador,NL,48179,194,25162,1264499,476756,289311
1646,2022-07-02,New Brunswick,NB,68493,429,65138,1755117,660794,394402
1647,2022-07-02,Nova Scotia,NS,108366,448,43018,2235685,842600,503257
1648,2022-07-02,Prince Edward Island,PE,41417,45,39108,391227,144466,83158
1649,2022-07-02,Yukon,YT,4482,26,4392,92557,35326,20553
1650,2022-07-02,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1651,2022-07-02,Nunavut,NU,3531,7,3435,77083,29021,14519
1652,2022-07-09,British Columbia,BC,376329,3823,307963,12074608,4381153,2775252
1653,2022-07-09,Alberta,AB,590691,4639,523679,8909619,3409805,1694954
1654,2022-07-09,Saskatchewan,SK,140080,1434,113023,2527074,915908,503457
1655,2022-07-09,Manitoba,MB,145853,2053,129338,2863534,1108820,593160
1656,2022-07-09,Ontario,ON,1344883,13855,1311070,33801699,12238267,7434375
1657,2022-07-09,Quebec,QC,1111395,15166,1091336,20456274,7183896,4522829
1658,2022-07-09,Newfoundland and Labrador,NL,48593,196,25162,1264499,476756,289311
1659,2022-07-09,New Brunswick,NB,69537,433,65138,1755732,660954,394777
1660,2022-07-09,Nova Scotia,NS,109982,455,43018,2235685,842600,503257
1661,2022-07-09,Prince Edward Island,PE,42602,46,40437,391227,144466,83158
1662,2022-07-09,Yukon,YT,4510,26,4392,92557,35326,20553
1663,2022-07-09,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1664,2022-07-09,Nunavut,NU,3531,7,3435,77083,29021,14519
1665,2022-07-16,British Columbia,BC,377372,3855,307963,12118797,4383476,2783316
1666,2022-07-16,Alberta,AB,592197,4652,523679,8924603,3411394,1698798
1667,2022-07-16,Saskatchewan,SK,140289,1438,113023,2527074,915908,503457
1668,2022-07-16,Manitoba,MB,146024,2056,129338,2863534,1108820,593160
1669,2022-07-16,Ontario,ON,1356422,13911,1318179,33921824,12243774,7447517
1670,2022-07-16,Quebec,QC,1124638,15289,1099129,20532992,7186426,4533429
1671,2022-07-16,Newfoundland and Labrador,NL,48954,200,25162,1264499,476756,289311
1672,2022-07-16,New Brunswick,NB,70541,438,65138,1756308,661075,395140
1673,2022-07-16,Nova Scotia,NS,111769,461,43018,2235685,842600,503257
1674,2022-07-16,Prince Edward Island,PE,44121,48,41242,391227,144466,83158
1675,2022-07-16,Yukon,YT,4566,26,4489,92743,35380,20672
1676,2022-07-16,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1677,2022-07-16,Nunavut,NU,3531,7,3435,77083,29021,14519
1678,2022-07-23,British Columbia,BC,378291,3908,307963,12164203,4385202,2790202
1679,2022-07-23,Alberta,AB,593988,4666,523679,8942981,3412985,1703317
1680,2022-07-23,Saskatchewan,SK,140670,1448,113023,2527074,915908,503457
1681,2022-07-23,Manitoba,MB,146266,2061,129338,2863534,1108820,593160
1682,2022-07-23,Ontario,ON,1368682,14009,1327260,34132591,12250288,7464063
1683,2022-07-23,Quebec,QC,1137508,15392,1099129,20613565,7188643,4543013
1684,2022-07-23,Newfoundland and Labrador,NL,49412,203,25162,1264499,476756,289311
1685,2022-07-23,New Brunswick,NB,71479,443,65138,1757172,661271,395689
1686,2022-07-23,Nova Scotia,NS,113669,467,43018,2235685,842600,503257
1687,2022-07-23,Prince Edward Island,PE,45645,49,41242,391227,144466,83158
1688,2022-07-23,Yukon,YT,4603,26,4489,92743,35380,20672
1689,2022-07-23,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1690,2022-07-23,Nunavut,NU,3531,7,3435,77083,29021,14519
1691,2022-07-30,British Columbia,BC,379274,3940,307963,12206980,4387271,2797169
1692,2022-07-30,Alberta,AB,595659,4687,523679,8978340,3414320,1706531
1693,2022-07-30,Saskatchewan,SK,141051,1459,113023,2527074,915908,503457
1694,2022-07-30,Manitoba,MB,146524,2067,129338,3001252,1101542,607635
1695,2022-07-30,Ontario,ON,1379922,14106,1338426,34297575,12256163,7478279
1696,2022-07-30,Quebec,QC,1147744,15483,1099129,20656584,7190631,4550775
1697,2022-07-30,Newfoundland and Labrador,NL,49748,207,25162,1264499,476756,289311
1698,2022-07-30,New Brunswick,NB,72226,447,65138,1757172,661271,395689
1699,2022-07-30,Nova Scotia,NS,115417,468,43018,2235685,842600,503257
1700,2022-07-30,Prince Edward Island,PE,46818,49,41242,391227,144466,83158
1701,2022-07-30,Yukon,YT,4682,26,4489,92743,35380,20672
1702,2022-07-30,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1703,2022-07-30,Nunavut,NU,3531,7,3435,77083,29021,14519
1704,2022-08-06,British Columbia,BC,380174,3995,307963,12234222,4388711,2801619
1705,2022-08-06,Alberta,AB,597367,4718,523679,8999088,3415323,1708895
1706,2022-08-06,Saskatchewan,SK,141432,1469,113023,2527074,915908,503457
1707,2022-08-06,Manitoba,MB,146874,2079,129338,3001252,1101542,607635
1708,2022-08-06,Ontario,ON,1390463,14224,1350532,34430880,12261684,7491878
1709,2022-08-06,Quebec,QC,1155813,15587,1099129,20764664,7192481,4557587
1710,2022-08-06,Newfoundland and Labrador,NL,50091,212,25162,1264499,476756,289311
1711,2022-08-06,New Brunswick,NB,72968,451,65138,1757172,661271,395689
1712,2022-08-06,Nova Scotia,NS,117142,472,43018,2235685,842600,503257
1713,2022-08-06,Prince Edward Island,PE,47694,51,41242,391227,144466,83158
1714,2022-08-06,Yukon,YT,4738,29,4489,92743,35380,20672
1715,2022-08-06,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1716,2022-08-06,Nunavut,NU,3531,7,3435,77083,29021,14519
1717,2022-08-13,British Columbia,BC,381049,4037,307963,12259478,4390154,2805607
1718,2022-08-13,Alberta,AB,599100,4737,523679,9039069,3416644,1712827
1719,2022-08-13,Saskatchewan,SK,141815,1479,113023,2527074,915908,503457
1720,2022-08-13,Manitoba,MB,147329,2093,129338,3001252,1101542,607635
1721,2022-08-13,Ontario,ON,1400429,14300,1361747,34541680,12267284,7503508
1722,2022-08-13,Quebec,QC,1163070,15666,1099129,20796444,7194089,4563534
1723,2022-08-13,Newfoundland and Labrador,NL,50430,219,25162,1264499,476756,289311
1724,2022-08-13,New Brunswick,NB,73643,456,65138,1757172,661271,395689
1725,2022-08-13,Nova Scotia,NS,118671,481,43018,2235685,842600,503257
1726,2022-08-13,Prince Edward Island,PE,48353,52,41242,391227,144466,83158
1727,2022-08-13,Yukon,YT,4771,30,4489,92743,35380,20672
1728,2022-08-13,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1729,2022-08-13,Nunavut,NU,3531,7,3435,77083,29021,14519
1730,2022-08-20,British Columbia,BC,381788,4097,307963,12283721,4391562,2809598
1731,2022-08-20,Alberta,AB,600629,4772,523679,9141292,3419175,1722238
1732,2022-08-20,Saskatchewan,SK,142298,1491,113023,2533382,916695,505063
1733,2022-08-20,Manitoba,MB,147806,2105,129338,3001252,1101542,607635
1734,2022-08-20,Ontario,ON,1410118,14390,1372252,34631321,12273112,7513534
1735,2022-08-20,Quebec,QC,1169944,15747,1099129,20908542,7196134,4572002
1736,2022-08-20,Newfoundland and Labrador,NL,50810,223,25162,1264499,476756,289311
1737,2022-08-20,New Brunswick,NB,74440,462,65138,1757172,661271,395689
1738,2022-08-20,Nova Scotia,NS,120055,490,43018,2235685,842600,503257
1739,2022-08-20,Prince Edward Island,PE,49063,53,41242,391227,144466,83158
1740,2022-08-20,Yukon,YT,4798,30,4489,92743,35380,20672
1741,2022-08-20,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1742,2022-08-20,Nunavut,NU,3531,7,3435,77083,29021,14519
1743,2022-08-27,British Columbia,BC,382436,4145,307963,12283721,4391562,2809598
1744,2022-08-27,Alberta,AB,602028,4799,523679,9168950,3420533,1725843
1745,2022-08-27,Saskatchewan,SK,142781,1503,113023,2533382,916695,505063
1746,2022-08-27,Manitoba,MB,148428,2115,129338,3001252,1101542,607635
1747,2022-08-27,Ontario,ON,1419317,14496,1382237,34715368,12279312,7525728
1748,2022-08-27,Quebec,QC,1175570,15839,1099129,21014555,7197513,4578096
1749,2022-08-27,Newfoundland and Labrador,NL,51111,227,25162,1264499,476756,289311
1750,2022-08-27,New Brunswick,NB,75152,466,65138,1757172,661271,395689
1751,2022-08-27,Nova Scotia,NS,121380,496,43018,2235685,842600,503257
