Surrogate Keys,date,prname,province,totalcases,numdeaths,recovery,partial,fully,booster
170,2021-04-03,British Columbia,BC,103031,1463,91732,856801,87455,0
171,2021-04-03,Alberta,AB,152176,2002,138560,653010,103926,0
172,2021-04-03,Saskatchewan,SK,34323,436,31744,214246,39119,0
173,2021-04-03,Manitoba,MB,34352,938,32162,238004,67961,3
174,2021-04-03,Ontario,ON,364059,7607,327940,2424063,321469,0
175,2021-04-03,Quebec,QC,309276,10129,294560,1552114,21476,24
176,2021-04-03,Newfoundland and Labrador,NL,1020,6,1006,69851,9654,0
177,2021-04-03,New Brunswick,NB,1641,30,1457,116885,12250,0
178,2021-04-03,Nova Scotia,NS,1732,66,1634,111403,29530,0
179,2021-04-03,Prince Edward Island,PE,160,0,145,25153,7212,0
180,2021-04-03,Yukon,YT,74,1,71,35470,11592,0
181,2021-04-03,Northwest Territories,NT,43,0,47,37655,13933,0
182,2021-04-03,Nunavut,NU,395,4,391,21012,7740,0
183,2021-04-10,British Columbia,BC,110823,1504,98336,1025019,87606,0
184,2021-04-10,Alberta,AB,160737,2014,144020,847630,163532,0
185,2021-04-10,Saskatchewan,SK,35984,453,33149,268895,40597,0
186,2021-04-10,Manitoba,MB,35101,949,32896,290918,71602,6
187,2021-04-10,Ontario,ON,389643,7769,343622,3044949,330982,0
188,2021-04-10,Quebec,QC,320991,10182,301740,1903438,34281,27
189,2021-04-10,Newfoundland and Labrador,NL,1029,6,1009,105652,9674,0
190,2021-04-10,New Brunswick,NB,1713,33,1531,150106,15559,0
191,2021-04-10,Nova Scotia,NS,1765,66,1655,138348,30838,0
192,2021-04-10,Prince Edward Island,PE,163,0,152,30937,8241,0
193,2021-04-10,Yukon,YT,74,1,73,39687,15343,0
194,2021-04-10,Northwest Territories,NT,43,0,48,38574,14471,0
195,2021-04-10,Nunavut,NU,395,4,391,22865,9247,0
196,2021-04-17,British Columbia,BC,118107,1530,105291,1282091,87970,0
197,2021-04-17,Alberta,AB,170548,2037,149935,1121901,220472,0
198,2021-04-17,Saskatchewan,SK,37871,464,34550,334063,42523,0
199,2021-04-17,Manitoba,MB,35989,958,33404,352207,73391,6
200,2021-04-17,Ontario,ON,420526,7968,364353,3751316,344244,0
201,2021-04-17,Quebec,QC,331263,10253,311047,2382755,50134,39
202,2021-04-17,Newfoundland and Labrador,NL,1042,6,1011,130124,9674,0
203,2021-04-17,New Brunswick,NB,1778,33,1594,190460,17901,0
204,2021-04-17,Nova Scotia,NS,1809,67,1689,194792,32255,0
205,2021-04-17,Prince Edward Island,PE,170,0,159,39504,9325,0
206,2021-04-17,Yukon,YT,76,1,73,44046,19125,0
207,2021-04-17,Northwest Territories,NT,43,0,48,41217,16471,0
208,2021-04-17,Nunavut,NU,414,4,391,24469,10434,0
209,2021-04-24,British Columbia,BC,124639,1563,113139,1542066,88663,0
210,2021-04-24,Alberta,AB,181452,2070,158603,1361365,267195,0
211,2021-04-24,Saskatchewan,SK,39683,473,36652,392294,43438,0
212,2021-04-24,Manitoba,MB,37339,967,34481,433809,75453,10
213,2021-04-24,Ontario,ON,448876,8197,392044,4527368,358776,0
214,2021-04-24,Quebec,QC,339012,10326,321667,2863090,75110,55
215,2021-04-24,Newfoundland and Labrador,NL,1056,6,1023,150624,9676,0
216,2021-04-24,New Brunswick,NB,1847,35,1675,236953,23548,0
217,2021-04-24,Nova Scotia,NS,2034,67,1722,260788,34493,0
218,2021-04-24,Prince Edward Island,PE,176,0,164,46278,9768,0
219,2021-04-24,Yukon,YT,80,1,77,46822,21359,0
220,2021-04-24,Northwest Territories,NT,49,0,49,44646,19271,0
221,2021-04-24,Nunavut,NU,453,4,400,26855,11940,0
222,2021-05-01,British Columbia,BC,130317,1581,119785,1786772,90642,0
223,2021-05-01,Alberta,AB,194503,2102,168580,1597666,299929,0
224,2021-05-01,Saskatchewan,SK,41360,494,38414,435142,44324,0
225,2021-05-01,Manitoba,MB,38993,976,35551,501887,78888,15
226,2021-05-01,Ontario,ON,474091,8425,421216,5247684,373559,0
227,2021-05-01,Quebec,QC,346305,10404,330362,3279548,126942,79
228,2021-05-01,Newfoundland and Labrador,NL,1081,6,1038,177390,9676,0
229,2021-05-01,New Brunswick,NB,1933,36,1755,267662,26738,0
230,2021-05-01,Nova Scotia,NS,2644,67,1795,312493,36381,0
231,2021-05-01,Prince Edward Island,PE,180,0,169,53202,10585,0
232,2021-05-01,Yukon,YT,81,2,79,48307,22403,0
233,2021-05-01,Northwest Territories,NT,57,0,51,46800,20943,0
234,2021-05-01,Nunavut,NU,508,4,430,28251,12395,0
235,2021-05-08,British Columbia,BC,134937,1614,125799,2042442,99461,0
236,2021-05-08,Alberta,AB,208307,2125,179894,1846554,314504,0
237,2021-05-08,Saskatchewan,SK,42964,502,40169,504482,46022,0
238,2021-05-08,Manitoba,MB,41422,990,37198,565520,83289,19
239,2021-05-08,Ontario,ON,494847,8634,447938,6023610,390990,0
240,2021-05-08,Quebec,QC,352563,10446,337538,3768302,202520,111
241,2021-05-08,Newfoundland and Labrador,NL,1133,6,1056,200591,9676,0
242,2021-05-08,New Brunswick,NB,1996,41,1813,302262,29688,0
243,2021-05-08,Nova Scotia,NS,3697,70,2145,356978,37630,0
244,2021-05-08,Prince Edward Island,PE,185,0,176,59758,10750,0
245,2021-05-08,Yukon,YT,82,2,79,49439,23048,0
246,2021-05-08,Northwest Territories,NT,90,0,57,48007,21674,0
247,2021-05-08,Nunavut,NU,564,4,472,29096,12768,0
248,2021-05-15,British Columbia,BC,138747,1634,130953,2393265,124880,0
249,2021-05-15,Alberta,AB,218647,2153,192688,2144280,327063,0
250,2021-05-15,Saskatchewan,SK,44364,516,41776,571957,48264,0
251,2021-05-15,Manitoba,MB,44615,1006,39392,660756,89818,21
252,2021-05-15,Ontario,ON,511382,8797,471096,6925232,422960,0
253,2021-05-15,Quebec,QC,358064,10492,344039,4371914,277753,139
254,2021-05-15,Newfoundland and Labrador,NL,1184,6,1096,232216,9876,0
255,2021-05-15,New Brunswick,NB,2052,41,1897,349662,32724,0
256,2021-05-15,Nova Scotia,NS,4600,72,3030,415570,38830,0
257,2021-05-15,Prince Edward Island,PE,191,0,179,67758,11429,0
258,2021-05-15,Yukon,YT,84,2,81,50652,23673,0
259,2021-05-15,Northwest Territories,NT,116,0,83,49811,22501,0
260,2021-05-15,Nunavut,NU,611,4,536,29649,13080,0
261,2021-05-22,British Columbia,BC,141729,1667,135068,2744020,142406,0
262,2021-05-22,Alberta,AB,224010,2188,205960,2460857,347008,0
263,2021-05-22,Saskatchewan,SK,45490,526,43194,645384,55861,0
264,2021-05-22,Manitoba,MB,47977,1028,41965,754595,100354,24
265,2021-05-22,Ontario,ON,524029,8949,490721,7925277,519981,0
266,2021-05-22,Quebec,QC,362209,10543,349498,4999959,361787,178
267,2021-05-22,Newfoundland and Labrador,NL,1230,6,1155,264031,10321,0
268,2021-05-22,New Brunswick,NB,2115,43,1949,411471,35702,0
269,2021-05-22,Nova Scotia,NS,5190,77,4161,483549,40900,0
270,2021-05-22,Prince Edward Island,PE,197,0,185,78817,12156,0
271,2021-05-22,Yukon,YT,84,2,82,51758,24254,0
272,2021-05-22,Northwest Territories,NT,125,0,118,51320,22960,0
273,2021-05-22,Nunavut,NU,636,4,588,30824,13906,0
274,2021-05-29,British Columbia,BC,143839,1699,138360,3106269,160885,0
275,2021-05-29,Alberta,AB,227135,2223,216167,2720687,381015,0
276,2021-05-29,Saskatchewan,SK,46464,537,44519,706548,72818,0
277,2021-05-29,Manitoba,MB,50498,1045,44819,860724,119490,25
278,2021-05-29,Ontario,ON,531795,9085,506361,8839445,659139,0
279,2021-05-29,Quebec,QC,364997,10576,354104,5575192,451046,231
280,2021-05-29,Newfoundland and Labrador,NL,1302,6,1192,297873,11401,0
281,2021-05-29,New Brunswick,NB,2191,43,2004,461042,38815,0
282,2021-05-29,Nova Scotia,NS,5501,83,4880,560843,43252,0
283,2021-05-29,Prince Edward Island,PE,202,0,187,87861,12868,0
284,2021-05-29,Yukon,YT,84,2,82,52649,24763,0
285,2021-05-29,Northwest Territories,NT,128,0,125,52237,23344,0
286,2021-05-29,Nunavut,NU,645,4,629,31927,14783,0
287,2021-06-05,British Columbia,BC,145266,1719,140835,3488884,256725,0
288,2021-06-05,Alberta,AB,229116,2247,221644,3013555,502833,0
289,2021-06-05,Saskatchewan,SK,47285,546,45498,787130,122593,0
290,2021-06-05,Manitoba,MB,52530,1072,47345,952990,154828,30
291,2021-06-05,Ontario,ON,537007,9179,517638,9834182,963257,0
292,2021-06-05,Quebec,QC,366802,10605,357425,6195269,603440,347
293,2021-06-05,Newfoundland and Labrador,NL,1347,6,1266,330103,14404,0
294,2021-06-05,New Brunswick,NB,2262,44,2068,520899,45646,0
295,2021-06-05,Nova Scotia,NS,5648,87,5339,621661,44188,0
296,2021-06-05,Prince Edward Island,PE,205,0,200,98628,14254,0
297,2021-06-05,Yukon,YT,85,2,82,54166,25252,0
298,2021-06-05,Northwest Territories,NT,128,0,128,53501,23922,0
299,2021-06-05,Nunavut,NU,649,4,635,32675,15268,0
300,2021-06-12,British Columbia,BC,146272,1730,142526,3893581,497932,0
301,2021-06-12,Alberta,AB,230423,2269,224782,3336850,729137,0
302,2021-06-12,Saskatchewan,SK,47875,555,46446,878665,191808,0
303,2021-06-12,Manitoba,MB,54163,1092,49633,1050481,206595,33
304,2021-06-12,Ontario,ON,540492,9225,524362,11022452,1667761,0
305,2021-06-12,Quebec,QC,368096,10624,359698,6814136,901822,483
306,2021-06-12,Newfoundland and Labrador,NL,1374,7,1323,363252,23712,0
307,2021-06-12,New Brunswick,NB,2291,45,2152,583855,69686,0
308,2021-06-12,Nova Scotia,NS,5729,89,5502,678615,47930,0
309,2021-06-12,Prince Edward Island,PE,206,0,201,111616,16901,0
310,2021-06-12,Yukon,YT,100,2,82,55485,25789,0
311,2021-06-12,Northwest Territories,NT,128,0,128,55078,24881,0
312,2021-06-12,Nunavut,NU,654,4,644,33592,15707,0
313,2021-06-19,British Columbia,BC,146996,1740,143748,4296151,823371,0
314,2021-06-19,Alberta,AB,231295,2290,226800,3721419,1040740,0
315,2021-06-19,Saskatchewan,SK,48381,562,47059,981734,275362,0
316,2021-06-19,Manitoba,MB,55238,1118,51813,1159280,291240,41
317,2021-06-19,Ontario,ON,542912,9265,529002,12366899,2725302,0
318,2021-06-19,Quebec,QC,369074,10638,361160,7483965,1413794,750
319,2021-06-19,Newfoundland and Labrador,NL,1383,7,1350,404055,41336,0
320,2021-06-19,New Brunswick,NB,2316,45,2215,649110,121777,0
321,2021-06-19,Nova Scotia,NS,5779,90,5611,752599,73600,0
322,2021-06-19,Prince Edward Island,PE,206,0,201,123208,18828,0
323,2021-06-19,Yukon,YT,159,3,91,56640,26262,0
324,2021-06-19,Northwest Territories,NT,128,0,128,57215,26383,0
325,2021-06-19,Nunavut,NU,657,4,645,33958,15867,0
326,2021-06-26,British Columbia,BC,147475,1749,144554,4703549,1167117,0
327,2021-06-26,Alberta,AB,231810,2297,227768,4022084,1307433,0
328,2021-06-26,Saskatchewan,SK,48706,566,47543,1092980,374384,0
329,2021-06-26,Manitoba,MB,55878,1138,53227,1324778,438301,55
330,2021-06-26,Ontario,ON,544796,9303,532074,13824469,3988105,0
331,2021-06-26,Quebec,QC,369726,10650,362130,8121932,1993791,1014
332,2021-06-26,Newfoundland and Labrador,NL,1384,7,1366,441692,67867,0
333,2021-06-26,New Brunswick,NB,2324,45,2245,725042,189927,0
334,2021-06-26,Nova Scotia,NS,5820,91,5671,847830,147001,0
335,2021-06-26,Prince Edward Island,PE,207,0,206,136472,23793,0
336,2021-06-26,Yukon,YT,264,4,135,58092,27055,0
337,2021-06-26,Northwest Territories,NT,128,0,128,58840,27413,0
338,2021-06-26,Nunavut,NU,657,4,653,36791,16026,0
339,2021-07-03,British Columbia,BC,147735,1756,145200,5124693,1526711,0
340,2021-07-03,Alberta,AB,232163,2304,228901,4432975,1685067,0
341,2021-07-03,Saskatchewan,SK,48931,568,47942,1202927,474034,0
342,2021-07-03,Manitoba,MB,56353,1148,54197,1500753,590786,74
343,2021-07-03,Ontario,ON,546268,9333,534272,15365003,5377506,0
344,2021-07-03,Quebec,QC,370241,10661,362961,8853525,2672618,1456
345,2021-07-03,Newfoundland and Labrador,NL,1387,7,1372,489622,100584,0
346,2021-07-03,New Brunswick,NB,2335,45,2268,808951,266840,0
347,2021-07-03,Nova Scotia,NS,5847,92,5706,961653,253331,0
348,2021-07-03,Prince Edward Island,PE,208,0,206,150370,33804,0
349,2021-07-03,Yukon,YT,367,5,219,59373,27917,0
350,2021-07-03,Northwest Territories,NT,128,0,128,60053,28182,0
351,2021-07-03,Nunavut,NU,657,4,653,37773,16379,0
352,2021-07-10,British Columbia,BC,148077,1760,145594,5565983,1915919,0
353,2021-07-10,Alberta,AB,232467,2306,229429,4777367,1998692,0
354,2021-07-10,Saskatchewan,SK,49240,572,48254,1288868,549537,0
355,2021-07-10,Manitoba,MB,56826,1160,54615,1618806,690266,86
356,2021-07-10,Ontario,ON,547495,9372,535810,16827434,6702624,0
357,2021-07-10,Quebec,QC,370743,10666,363775,9578514,3350354,2931
358,2021-07-10,Newfoundland and Labrador,NL,1402,7,1375,537599,145174,0
359,2021-07-10,New Brunswick,NB,2336,46,2283,890757,340583,0
360,2021-07-10,Nova Scotia,NS,5865,92,5734,1085267,369412,0
361,2021-07-10,Prince Edward Island,PE,208,0,206,161660,43065,0
362,2021-07-10,Yukon,YT,458,5,348,61158,29071,0
363,2021-07-10,Northwest Territories,NT,128,0,128,60876,28748,0
364,2021-07-10,Nunavut,NU,657,4,653,38668,16902,0
365,2021-07-17,British Columbia,BC,148387,1761,145908,6004668,2310888,0
366,2021-07-17,Alberta,AB,232755,2315,229783,4980821,2177629,0
367,2021-07-17,Saskatchewan,SK,49397,575,48462,1341561,593819,0
368,2021-07-17,Manitoba,MB,57124,1164,55001,1691511,748344,103
369,2021-07-17,Ontario,ON,548539,9401,537379,17979575,7726829,0
370,2021-07-17,Quebec,QC,371280,10671,364328,10228130,3952269,3317
371,2021-07-17,Newfoundland and Labrador,NL,1433,7,1376,582878,186374,0
372,2021-07-17,New Brunswick,NB,2345,46,2290,958918,401409,0
373,2021-07-17,Nova Scotia,NS,5872,92,5770,1193508,470591,0
374,2021-07-17,Prince Edward Island,PE,208,0,208,174815,53753,0
375,2021-07-17,Yukon,YT,499,6,414,61883,29621,0
376,2021-07-17,Northwest Territories,NT,128,0,128,61741,29287,0
377,2021-07-17,Nunavut,NU,657,4,653,40754,18455,0
378,2021-07-24,British Columbia,BC,148936,1767,146463,6422503,2692024,0
379,2021-07-24,Alberta,AB,233492,2320,230039,5157947,2331079,0
380,2021-07-24,Saskatchewan,SK,49656,578,48738,1381066,625944,0
381,2021-07-24,Manitoba,MB,57413,1171,55695,1749940,795051,139
382,2021-07-24,Ontario,ON,549641,9416,538421,18848661,8480761,0
383,2021-07-24,Quebec,QC,371979,10679,364539,10845231,4524683,3754
384,2021-07-24,Newfoundland and Labrador,NL,1437,7,1391,625002,226357,0
385,2021-07-24,New Brunswick,NB,2350,46,2293,1005101,441023,0
386,2021-07-24,Nova Scotia,NS,5880,93,5777,1271948,541389,0
387,2021-07-24,Prince Edward Island,PE,208,0,208,187160,64478,0
388,2021-07-24,Yukon,YT,551,6,470,62666,30199,0
389,2021-07-24,Northwest Territories,NT,128,0,128,62725,29940,0
390,2021-07-24,Nunavut,NU,657,4,653,41311,18816,0
391,2021-07-31,British Columbia,BC,150049,1771,146876,6774257,3008360,0
392,2021-07-31,Alberta,AB,234795,2324,230312,5294361,2444290,0
393,2021-07-31,Saskatchewan,SK,50024,578,48967,1411497,650100,0
394,2021-07-31,Manitoba,MB,57620,1178,55873,1824985,855874,165
395,2021-07-31,Ontario,ON,550990,9431,539485,19459198,8985638,0
396,2021-07-31,Quebec,QC,372897,10682,365105,11343916,4978580,6049
397,2021-07-31,Newfoundland and Labrador,NL,1437,7,1421,662606,260035,0
398,2021-07-31,New Brunswick,NB,2365,46,2299,1031439,462780,0
399,2021-07-31,Nova Scotia,NS,5886,93,5785,1345401,606975,0
400,2021-07-31,Prince Edward Island,PE,208,0,208,199191,75318,0
401,2021-07-31,Yukon,YT,596,7,544,63242,30533,0
402,2021-07-31,Northwest Territories,NT,128,0,129,63564,30497,0
403,2021-07-31,Nunavut,NU,657,4,653,42032,19313,0
404,2021-08-07,British Columbia,BC,152261,1772,147627,6993104,3195128,0
405,2021-08-07,Alberta,AB,236790,2329,230966,5365607,2497933,0
406,2021-08-07,Saskatchewan,SK,50477,582,49267,1430018,664144,0
407,2021-08-07,Manitoba,MB,57793,1183,56042,1857993,881813,193
408,2021-08-07,Ontario,ON,552893,9443,540598,19825240,9280698,0
409,2021-08-07,Quebec,QC,374509,10684,365997,11704087,5292402,8620
410,2021-08-07,Newfoundland and Labrador,NL,1443,7,1422,698395,291870,0
411,2021-08-07,New Brunswick,NB,2414,46,2312,1051567,478750,0
412,2021-08-07,Nova Scotia,NS,5901,93,5794,1387232,643507,0
413,2021-08-07,Prince Edward Island,PE,211,0,208,210946,85833,0
414,2021-08-07,Yukon,YT,623,8,570,63824,30921,0
415,2021-08-07,Northwest Territories,NT,129,0,129,64296,30999,0
416,2021-08-07,Nunavut,NU,657,4,653,42715,19794,0
417,2021-08-14,British Columbia,BC,155611,1779,148964,7164020,3337348,0
418,2021-08-14,Alberta,AB,239963,2332,232169,5423834,2539474,0
419,2021-08-14,Saskatchewan,SK,51162,586,49618,1444378,674499,0
420,2021-08-14,Manitoba,MB,57996,1184,56201,1879818,898150,223
421,2021-08-14,Ontario,ON,556063,9454,542206,20146936,9532105,0
422,2021-08-14,Quebec,QC,377018,10687,367029,12015886,5545329,11580
423,2021-08-14,Newfoundland and Labrador,NL,1447,7,1426,730140,319200,0
424,2021-08-14,New Brunswick,NB,2490,46,2359,1068501,491599,0
425,2021-08-14,Nova Scotia,NS,5922,93,5801,1403617,657205,0
426,2021-08-14,Prince Edward Island,PE,218,0,208,222436,96307,0
427,2021-08-14,Yukon,YT,647,8,598,64263,31259,0
428,2021-08-14,Northwest Territories,NT,141,0,129,64729,31283,0
429,2021-08-14,Nunavut,NU,657,4,653,43158,20081,0
430,2021-08-21,British Columbia,BC,159643,1785,150657,7296096,3442163,0
431,2021-08-21,Alberta,AB,244492,2346,233945,5477098,2574709,0
432,2021-08-21,Saskatchewan,SK,52252,586,50188,1458806,684023,0
433,2021-08-21,Manitoba,MB,58222,1188,56685,1899659,911813,244
434,2021-08-21,Ontario,ON,560206,9465,544679,20433440,9731926,0
435,2021-08-21,Quebec,QC,380187,10694,369280,12325831,5797637,14545
436,2021-08-21,Newfoundland and Labrador,NL,1458,7,1430,760145,346676,0
437,2021-08-21,New Brunswick,NB,2614,46,2415,1082569,501598,0
438,2021-08-21,Nova Scotia,NS,5960,93,5822,1422963,671921,0
439,2021-08-21,Prince Edward Island,PE,223,0,213,232741,105678,0
440,2021-08-21,Yukon,YT,672,8,619,64595,31502,0
441,2021-08-21,Northwest Territories,NT,277,0,132,65467,31756,0
442,2021-08-21,Nunavut,NU,657,4,653,43628,20369,0
443,2021-08-28,British Columbia,BC,164329,1807,155928,7408715,3514485,0
444,2021-08-28,Alberta,AB,251137,2372,236935,5528420,2606944,0
445,2021-08-28,Saskatchewan,SK,53617,597,51033,1472272,692313,0
446,2021-08-28,Manitoba,MB,58608,1189,56887,1919940,924959,285
447,2021-08-28,Ontario,ON,564971,9482,548398,20679316,9892465,0
448,2021-08-28,Quebec,QC,383765,10697,372064,12558779,5976384,17479
449,2021-08-28,Newfoundland and Labrador,NL,1469,7,1441,776397,360371,0
450,2021-08-28,New Brunswick,NB,2738,46,2514,1104142,518501,0
451,2021-08-28,Nova Scotia,NS,6014,94,5850,1439698,685346,0
452,2021-08-28,Prince Edward Island,PE,230,0,219,239883,111966,0
453,2021-08-28,Yukon,YT,684,8,647,65139,31848,0
454,2021-08-28,Northwest Territories,NT,380,1,132,66295,32113,0
455,2021-08-28,Nunavut,NU,657,4,653,44122,20638,0
456,2021-09-04,British Columbia,BC,168983,1827,160268,7509127,3572841,0
457,2021-09-04,Alberta,AB,259773,2414,241100,5583842,2639184,0
458,2021-09-04,Saskatchewan,SK,55750,610,52246,1486624,700593,0
459,2021-09-04,Manitoba,MB,58883,1192,57213,1944380,938928,338
460,2021-09-04,Ontario,ON,570150,9512,552976,20917550,10031003,0
461,2021-09-04,Quebec,QC,388215,10711,375390,12740860,6100829,23862
462,2021-09-04,Newfoundland and Labrador,NL,1491,7,1448,786493,368567,0
463,2021-09-04,New Brunswick,NB,2811,46,2625,1119321,528063,0
464,2021-09-04,Nova Scotia,NS,6060,94,5898,1451801,693714,0
465,2021-09-04,Prince Edward Island,PE,234,0,222,243650,115024,0
466,2021-09-04,Yukon,YT,694,8,665,65353,31977,0
467,2021-09-04,Northwest Territories,NT,471,1,323,67111,32475,0
468,2021-09-04,Nunavut,NU,658,4,653,44564,20887,0
469,2021-09-11,British Columbia,BC,173981,1856,165027,7583999,3614503,0
470,2021-09-11,Alberta,AB,269213,2471,247328,5634146,2664986,0
471,2021-09-11,Saskatchewan,SK,58293,618,54087,1498709,707273,0
472,2021-09-11,Manitoba,MB,59275,1200,57464,1962739,948662,403
473,2021-09-11,Ontario,ON,575207,9559,558021,21138345,10152637,0
474,2021-09-11,Quebec,QC,393192,10726,379378,12887356,6191521,33561
475,2021-09-11,Newfoundland and Labrador,NL,1532,7,1473,795546,374891,0
476,2021-09-11,New Brunswick,NB,2960,47,2725,1127422,532991,0
477,2021-09-11,Nova Scotia,NS,6155,94,5945,1464075,701708,0
478,2021-09-11,Prince Edward Island,PE,246,0,230,246214,116871,0
479,2021-09-11,Yukon,YT,701,9,674,65472,32051,0
480,2021-09-11,Northwest Territories,NT,565,1,410,67601,32689,0
481,2021-09-11,Nunavut,NU,659,4,653,44923,21074,0
482,2021-09-18,British Columbia,BC,178598,1888,169653,7675294,3659495,0
483,2021-09-18,Alberta,AB,280761,2567,255834,5754307,2699191,42745
484,2021-09-18,Saskatchewan,SK,61558,638,56591,1515564,715998,0
485,2021-09-18,Manitoba,MB,59666,1204,57779,1979684,957730,1159
486,2021-09-18,Ontario,ON,580118,9597,562827,21357675,10280570,0
487,2021-09-18,Quebec,QC,398339,10753,384095,13019651,6271220,43668
488,2021-09-18,Newfoundland and Labrador,NL,1555,7,1503,804647,381607,0
489,2021-09-18,New Brunswick,NB,3300,48,2818,1138881,539484,0
490,2021-09-18,Nova Scotia,NS,6316,94,6056,1480851,711312,0
491,2021-09-18,Prince Edward Island,PE,273,0,233,248935,118795,0
492,2021-09-18,Yukon,YT,714,9,686,65765,32239,0
493,2021-09-18,Northwest Territories,NT,704,1,503,68114,32930,0
494,2021-09-18,Nunavut,NU,661,4,654,45347,21216,0
495,2021-09-25,British Columbia,BC,183417,1922,174281,7771314,3709554,0
496,2021-09-25,Alberta,AB,291780,2670,265695,5963532,2760404,106031
497,2021-09-25,Saskatchewan,SK,64949,667,59531,1542287,727357,0
498,2021-09-25,Manitoba,MB,60100,1208,58294,1996216,966876,3084
499,2021-09-25,Ontario,ON,584518,9634,567994,21614205,10437551,0
500,2021-09-25,Quebec,QC,403085,10780,388602,13123240,6335269,51655
501,2021-09-25,Newfoundland and Labrador,NL,1668,7,1531,811577,385877,0
502,2021-09-25,New Brunswick,NB,3768,54,3081,1155893,547486,0
503,2021-09-25,Nova Scotia,NS,6511,95,6222,1496634,719820,0
504,2021-09-25,Prince Edward Island,PE,292,0,240,251706,120465,0
505,2021-09-25,Yukon,YT,747,9,694,65966,32375,0
506,2021-09-25,Northwest Territories,NT,870,2,617,68757,33302,0
507,2021-09-25,Nunavut,NU,663,4,654,45347,21216,0
508,2021-10-02,British Columbia,BC,188311,1973,178980,7852885,3761048,4756
509,2021-10-02,Alberta,AB,302772,2785,276856,6085230,2801282,131547
510,2021-10-02,Saskatchewan,SK,68290,708,62758,1567255,738553,0
511,2021-10-02,Manitoba,MB,60749,1211,58705,2013841,977229,5442
512,2021-10-02,Ontario,ON,588466,9667,572750,21847046,10583567,0
513,2021-10-02,Quebec,QC,406960,10810,394301,13214197,6392022,59408
514,2021-10-02,Newfoundland and Labrador,NL,1797,9,1591,821829,392100,0
515,2021-10-02,New Brunswick,NB,4412,64,3534,1179181,558491,0
516,2021-10-02,Nova Scotia,NS,6734,97,6378,1512263,728168,0
517,2021-10-02,Prince Edward Island,PE,300,0,287,252873,121132,0
518,2021-10-02,Yukon,YT,756,9,710,66211,32480,73
519,2021-10-02,Northwest Territories,NT,1079,5,617,69242,33588,496
520,2021-10-02,Nunavut,NU,664,4,656,46430,21683,0
521,2021-10-09,British Columbia,BC,193094,2001,184121,7937214,3811076,11341
522,2021-10-09,Alberta,AB,310498,2879,287606,6192093,2840719,157408
523,2021-10-09,Saskatchewan,SK,71526,746,65982,1635904,751905,40192
524,2021-10-09,Manitoba,MB,61462,1220,59241,2035110,986893,11622
525,2021-10-09,Ontario,ON,592309,9704,576951,22042483,10707708,0
526,2021-10-09,Quebec,QC,410780,10839,398657,13297230,6443981,65727
527,2021-10-09,Newfoundland and Labrador,NL,1848,11,1718,832044,397862,0
528,2021-10-09,New Brunswick,NB,5087,72,4033,1193408,565024,0
529,2021-10-09,Nova Scotia,NS,6926,98,6586,1529212,737561,0
530,2021-10-09,Prince Edward Island,PE,306,0,292,255617,122697,357
531,2021-10-09,Yukon,YT,794,10,746,66685,32645,196
532,2021-10-09,Northwest Territories,NT,1367,6,936,70449,33850,698
533,2021-10-09,Nunavut,NU,668,4,656,46959,21963,0
534,2021-10-16,British Columbia,BC,197186,2055,188851,8025356,3848689,42815
535,2021-10-16,Alberta,AB,315930,2984,298328,6304054,2886025,192180
536,2021-10-16,Saskatchewan,SK,74074,776,69001,1665714,764398,45230
537,2021-10-16,Manitoba,MB,62091,1230,59794,2056976,994840,20707
538,2021-10-16,Ontario,ON,595210,9725,580667,22208199,10815108,0
539,2021-10-16,Quebec,QC,414765,10872,402461,13372026,6488192,73550
540,2021-10-16,Newfoundland and Labrador,NL,1881,14,1808,843443,404034,0
541,2021-10-16,New Brunswick,NB,5735,87,4520,1206744,571566,0
542,2021-10-16,Nova Scotia,NS,7104,98,6780,1543667,745517,0
543,2021-10-16,Prince Edward Island,PE,312,0,303,260024,125203,590
544,2021-10-16,Yukon,YT,840,10,775,66685,32645,297
545,2021-10-16,Northwest Territories,NT,1586,8,1235,71370,34209,998
546,2021-10-16,Nunavut,NU,673,4,656,46959,21963,0
547,2021-10-23,British Columbia,BC,201511,2109,193325,8120458,3891058,76896
548,2021-10-23,Alberta,AB,320541,3055,306113,6424188,2945712,228280
549,2021-10-23,Saskatchewan,SK,76074,817,72217,1693808,778676,50958
550,2021-10-23,Manitoba,MB,62695,1235,60399,2075973,1001413,28956
551,2021-10-23,Ontario,ON,597833,9758,583931,22365905,10918231,0
552,2021-10-23,Quebec,QC,417680,10910,406279,13449998,6525564,93016
553,2021-10-23,Newfoundland and Labrador,NL,1928,15,1844,857633,411561,0
554,2021-10-23,New Brunswick,NB,6112,107,5234,1220804,580294,0
555,2021-10-23,Nova Scotia,NS,7234,99,6950,1558391,753331,796
556,2021-10-23,Prince Edward Island,PE,315,0,308,260024,125203,590
557,2021-10-23,Yukon,YT,880,10,821,67267,32879,412
558,2021-10-23,Northwest Territories,NT,1744,9,1516,72553,34492,1658
559,2021-10-23,Nunavut,NU,674,4,663,48148,22485,0
560,2021-10-30,British Columbia,BC,205482,2156,197396,8218844,3940563,101131
561,2021-10-30,Alberta,AB,324008,3118,311738,6528133,3001199,257477
562,2021-10-30,Saskatchewan,SK,77494,850,74337,1722541,793686,58066
