Surrogate Keys,date,prname,province,totalcases,numdeaths,recovery,partial,fully,booster
1570,2023-04-22,Prince Edward Island,PE,57226,100,41242,391227,144466,83158
1571,2023-04-22,Yukon,YT,4989,32,4489,92743,35380,20672
1572,2023-04-22,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1573,2023-04-22,Nunavut,NU,3531,7,3435,77083,29021,14519
1574,2023-04-29,British Columbia,BC,400660,5520,307963,14343876,4461186,2995501
1575,2023-04-29,Alberta,AB,632235,5719,523679,10040839,3453715,1826516
1576,2023-04-29,Saskatchewan,SK,155543,1965,113023,2630158,920507,516000
1577,2023-04-29,Manitoba,MB,155944,2499,129338,3001252,1101542,607635
1578,2023-04-29,Ontario,ON,1616798,17106,1587996,38434965,12225134,7703737
1579,2023-04-29,Quebec,QC,1339210,17992,1099129,23422748,7238426,4724840
1580,2023-04-29,Newfoundland and Labrador,NL,55305,340,25162,1264499,476756,289311
1581,2023-04-29,New Brunswick,NB,90652,883,65138,1757172,661271,395689
1582,2023-04-29,Nova Scotia,NS,142941,850,43018,2235685,842600,503257
1583,2023-04-29,Prince Edward Island,PE,57251,103,41242,391227,144466,83158
1584,2023-04-29,Yukon,YT,4989,32,4489,92743,35380,20672
1585,2023-04-29,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1586,2023-04-29,Nunavut,NU,3531,7,3435,77083,29021,14519
1587,2023-05-06,British Columbia,BC,401126,5555,307963,14343876,4461186,2995501
1588,2023-05-06,Alberta,AB,632551,5729,523679,10050276,3454052,1827060
1589,2023-05-06,Saskatchewan,SK,155685,1970,113023,2630158,920507,516000
1590,2023-05-06,Manitoba,MB,156049,2501,129338,3001252,1101542,607635
1591,2023-05-06,Ontario,ON,1618249,17136,1587996,38471010,12222556,7701900
1592,2023-05-06,Quebec,QC,1341159,18018,1099129,23429466,7238553,4725136
1593,2023-05-06,Newfoundland and Labrador,NL,55360,344,25162,1264499,476756,289311
1594,2023-05-06,New Brunswick,NB,90652,883,65138,1757172,661271,395689
1595,2023-05-06,Nova Scotia,NS,143108,859,43018,2235685,842600,503257
1596,2023-05-06,Prince Edward Island,PE,57251,103,41242,391227,144466,83158
1597,2023-05-06,Yukon,YT,4989,32,4489,92743,35380,20672
1598,2023-05-06,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1599,2023-05-06,Nunavut,NU,3531,7,3435,77083,29021,14519
1600,2023-05-13,British Columbia,BC,401497,5602,307963,14343876,4461186,2995501
1601,2023-05-13,Alberta,AB,632848,5744,523679,10050276,3454052,1827060
1602,2023-05-13,Saskatchewan,SK,155812,1976,113023,2630158,920507,516000
1603,2023-05-13,Manitoba,MB,156138,2501,129338,3001252,1101542,607635
1604,2023-05-13,Ontario,ON,1619627,17157,1587996,38561337,12222172,7702046
1605,2023-05-13,Quebec,QC,1342770,18035,1099129,23438243,7238705,4725370
1606,2023-05-13,Newfoundland and Labrador,NL,55404,344,25162,1264499,476756,289311
1607,2023-05-13,New Brunswick,NB,90652,883,65138,1757172,661271,395689
1608,2023-05-13,Nova Scotia,NS,143306,864,43018,2235685,842600,503257
1609,2023-05-13,Prince Edward Island,PE,57276,104,41242,391227,144466,83158
1610,2023-05-13,Yukon,YT,4989,32,4489,92743,35380,20672
1611,2023-05-13,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1612,2023-05-13,Nunavut,NU,3531,7,3435,77083,29021,14519
1613,2023-05-20,British Columbia,BC,401814,5652,307963,14343876,4461186,2995501
1614,2023-05-20,Alberta,AB,633076,5761,523679,10062690,3454502,1827803
1615,2023-05-20,Saskatchewan,SK,155905,1986,113023,2630158,920507,516000
1616,2023-05-20,Manitoba,MB,156183,2503,129338,3001252,1101542,607635
1617,2023-05-20,Ontario,ON,1620888,17180,1587996,38618955,12221954,7702125
1618,2023-05-20,Quebec,QC,1344331,18052,1099129,23446342,7238850,4725588
1619,2023-05-20,Newfoundland and Labrador,NL,55435,345,25162,1264499,476756,289311
1620,2023-05-20,New Brunswick,NB,90652,883,65138,1757172,661271,395689
1621,2023-05-20,Nova Scotia,NS,143488,866,43018,2235685,842600,503257
1622,2023-05-20,Prince Edward Island,PE,57276,104,41242,391227,144466,83158
1623,2023-05-20,Yukon,YT,4989,32,4489,92743,35380,20672
1624,2023-05-20,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1625,2023-05-20,Nunavut,NU,3531,7,3435,77083,29021,14519
1626,2023-05-27,British Columbia,BC,402077,5663,307963,14343876,4461186,2995501
1627,2023-05-27,Alberta,AB,633287,5767,523679,10062690,3454502,1827803
1628,2023-05-27,Saskatchewan,SK,155981,1991,113023,2630158,920507,516000
1629,2023-05-27,Manitoba,MB,156243,2503,129338,3001252,1101542,607635
1630,2023-05-27,Ontario,ON,1622095,17196,1587996,38658551,12221056,7701470
1631,2023-05-27,Quebec,QC,1345710,18085,1099129,23452700,7238816,4725809
1632,2023-05-27,Newfoundland and Labrador,NL,55468,345,25162,1264499,476756,289311
1633,2023-05-27,New Brunswick,NB,90946,897,65138,1757172,661271,395689
1634,2023-05-27,Nova Scotia,NS,143696,866,43018,2235685,842600,503257
1635,2023-05-27,Prince Edward Island,PE,57286,104,41242,391227,144466,83158
1636,2023-05-27,Yukon,YT,4989,32,4489,92743,35380,20672
1637,2023-05-27,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1638,2023-05-27,Nunavut,NU,3531,7,3435,77083,29021,14519
1639,2023-06-03,British Columbia,BC,402285,5701,307963,14343876,4461186,2995501
1640,2023-06-03,Alberta,AB,633478,5783,523679,10062690,3454502,1827803
1641,2023-06-03,Saskatchewan,SK,156017,1993,113023,2630158,920507,516000
1642,2023-06-03,Manitoba,MB,156293,2503,129338,3001252,1101542,607635
1643,2023-06-03,Ontario,ON,1623247,17214,1587996,38696996,12220648,7701325
1644,2023-06-03,Quebec,QC,1347063,18117,1099129,23459602,7238971,4726054
1645,2023-06-03,Newfoundland and Labrador,NL,55497,348,25162,1264499,476756,289311
1646,2023-06-03,New Brunswick,NB,90946,897,65138,1757172,661271,395689
1647,2023-06-03,Nova Scotia,NS,143824,866,43018,2235685,842600,503257
1648,2023-06-03,Prince Edward Island,PE,57286,104,41242,391227,144466,83158
1649,2023-06-03,Yukon,YT,4989,32,4489,92743,35380,20672
1650,2023-06-03,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1651,2023-06-03,Nunavut,NU,3531,7,3435,77083,29021,14519
1652,2023-06-10,British Columbia,BC,402468,5730,307963,14343876,4461186,2995501
1653,2023-06-10,Alberta,AB,633602,5794,523679,10076326,3455054,1828677
1654,2023-06-10,Saskatchewan,SK,156053,1995,113023,2630158,920507,516000
1655,2023-06-10,Manitoba,MB,156339,2505,129338,3001252,1101542,607635
1656,2023-06-10,Ontario,ON,1624127,17226,1587996,38728407,12217158,7698541
1657,2023-06-10,Quebec,QC,1348091,18138,1099129,23464960,7239046,4726243
1658,2023-06-10,Newfoundland and Labrador,NL,55549,348,25162,1264499,476756,289311
1659,2023-06-10,New Brunswick,NB,90946,897,65138,1757172,661271,395689
1660,2023-06-10,Nova Scotia,NS,143824,866,43018,2235685,842600,503257
1661,2023-06-10,Prince Edward Island,PE,57286,104,41242,391227,144466,83158
1662,2023-06-10,Yukon,YT,4989,32,4489,92743,35380,20672
1663,2023-06-10,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1664,2023-06-10,Nunavut,NU,3531,7,3435,77083,29021,14519
1665,2023-06-17,British Columbia,BC,402639,5749,307963,14343876,4461186,2995501
1666,2023-06-17,Alberta,AB,633693,5798,523679,10058997,3447846,1830012
1667,2023-06-17,Saskatchewan,SK,156090,1995,113023,2630158,920507,516000
1668,2023-06-17,Manitoba,MB,156377,2505,129338,3001252,1101542,607635
1669,2023-06-17,Ontario,ON,1624879,17245,1587996,38756717,12216161,7697815
1670,2023-06-17,Quebec,QC,1348903,18148,1099129,23470410,7239172,4726439
1671,2023-06-17,Newfoundland and Labrador,NL,55586,349,25162,1264499,476756,289311
1672,2023-06-17,New Brunswick,NB,90946,897,65138,1757172,661271,395689
1673,2023-06-17,Nova Scotia,NS,143824,866,43018,2235685,842600,503257
1674,2023-06-17,Prince Edward Island,PE,57286,104,41242,391227,144466,83158
1675,2023-06-17,Yukon,YT,4989,32,4489,92743,35380,20672
1676,2023-06-17,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1677,2023-06-17,Nunavut,NU,3531,7,3435,77083,29021,14519
1678,2023-06-24,British Columbia,BC,402804,5769,307963,14343876,4461186,2995501
1679,2023-06-24,Alberta,AB,633781,5801,523679,10062971,3448042,1830278
1680,2023-06-24,Saskatchewan,SK,156123,1997,113023,2630158,920507,516000
1681,2023-06-24,Manitoba,MB,156411,2505,129338,3001252,1101542,607635
1682,2023-06-24,Ontario,ON,1625512,17254,1587996,38778731,12215144,7697049
1683,2023-06-24,Quebec,QC,1349552,18162,1099129,23475662,7239288,4726630
1684,2023-06-24,Newfoundland and Labrador,NL,55647,349,25162,1264499,476756,289311
1685,2023-06-24,New Brunswick,NB,91157,913,65138,1757172,661271,395689
1686,2023-06-24,Nova Scotia,NS,143824,866,43018,2235685,842600,503257
1687,2023-06-24,Prince Edward Island,PE,57327,105,41242,391227,144466,83158
1688,2023-06-24,Yukon,YT,4989,32,4489,92743,35380,20672
1689,2023-06-24,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1690,2023-06-24,Nunavut,NU,3531,7,3435,77083,29021,14519
1691,2023-07-01,British Columbia,BC,402989,5783,307963,14343876,4461186,2995501
1692,2023-07-01,Alberta,AB,633877,5808,523679,10066316,3448246,1830536
1693,2023-07-01,Saskatchewan,SK,156157,1998,113023,2630158,920507,516000
1694,2023-07-01,Manitoba,MB,156434,2505,129338,3001252,1101542,607635
1695,2023-07-01,Ontario,ON,1626030,17264,1587996,38799751,12214842,7696971
1696,2023-07-01,Quebec,QC,1350213,18177,1099129,23479367,7239362,4726758
1697,2023-07-01,Newfoundland and Labrador,NL,55678,354,25162,1264499,476756,289311
1698,2023-07-01,New Brunswick,NB,91157,913,65138,1757172,661271,395689
1699,2023-07-01,Nova Scotia,NS,144284,866,43018,2235685,842600,503257
1700,2023-07-01,Prince Edward Island,PE,57327,105,41242,391227,144466,83158
1701,2023-07-01,Yukon,YT,4989,32,4489,92743,35380,20672
1702,2023-07-01,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1703,2023-07-01,Nunavut,NU,3531,7,3435,77083,29021,14519
1704,2023-07-08,British Columbia,BC,403162,5795,307963,14343876,4461186,2995501
1705,2023-07-08,Alberta,AB,633939,5811,523679,10066316,3448246,1830536
1706,2023-07-08,Saskatchewan,SK,156184,1999,113023,2630158,920507,516000
1707,2023-07-08,Manitoba,MB,156434,2505,129338,3001252,1101542,607635
1708,2023-07-08,Ontario,ON,1626476,17272,1587996,38813299,12211215,7694109
1709,2023-07-08,Quebec,QC,1350854,18182,1099129,23482332,7239415,4726862
1710,2023-07-08,Newfoundland and Labrador,NL,55712,354,25162,1264499,476756,289311
1711,2023-07-08,New Brunswick,NB,91157,913,65138,1757172,661271,395689
1712,2023-07-08,Nova Scotia,NS,144284,866,43018,2235685,842600,503257
1713,2023-07-08,Prince Edward Island,PE,57327,105,41242,391227,144466,83158
1714,2023-07-08,Yukon,YT,4989,32,4489,92743,35380,20672
1715,2023-07-08,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1716,2023-07-08,Nunavut,NU,3531,7,3435,77083,29021,14519
1717,2023-07-15,British Columbia,BC,403306,5800,307963,14343876,4461186,2995501
1718,2023-07-15,Alberta,AB,634005,5812,523679,10066316,3448246,1830536
1719,2023-07-15,Saskatchewan,SK,156228,2002,113023,2630158,920507,516000
1720,2023-07-15,Manitoba,MB,156472,2505,129338,3001252,1101542,607635
1721,2023-07-15,Ontario,ON,1627049,17285,1587996,38825625,12209756,7692904
1722,2023-07-15,Quebec,QC,1351498,18190,1099129,23485940,7239522,4727007
1723,2023-07-15,Newfoundland and Labrador,NL,55755,354,25162,1264499,476756,289311
1724,2023-07-15,New Brunswick,NB,91157,913,65138,1757172,661271,395689
1725,2023-07-15,Nova Scotia,NS,144284,866,43018,2235685,842600,503257
1726,2023-07-15,Prince Edward Island,PE,57327,105,41242,391227,144466,83158
1727,2023-07-15,Yukon,YT,4989,32,4489,92743,35380,20672
1728,2023-07-15,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1729,2023-07-15,Nunavut,NU,3531,7,3435,77083,29021,14519
1730,2023-07-22,British Columbia,BC,403453,5809,307963,14343876,4461186,2995501
1731,2023-07-22,Alberta,AB,634104,5815,523679,10066316,3448246,1830536
1732,2023-07-22,Saskatchewan,SK,156281,2002,113023,2630158,920507,516000
1733,2023-07-22,Manitoba,MB,156488,2506,129338,3001252,1101542,607635
1734,2023-07-22,Ontario,ON,1627709,17294,1587996,38835228,12208530,7691824
1735,2023-07-22,Quebec,QC,1352161,18200,1099129,23488854,7239578,4727136
1736,2023-07-22,Newfoundland and Labrador,NL,55780,356,25162,1264499,476756,289311
1737,2023-07-22,New Brunswick,NB,91265,928,65138,1757172,661271,395689
1738,2023-07-22,Nova Scotia,NS,144284,866,43018,2235685,842600,503257
1739,2023-07-22,Prince Edward Island,PE,57368,109,41242,391227,144466,83158
1740,2023-07-22,Yukon,YT,4989,32,4489,92743,35380,20672
1741,2023-07-22,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1742,2023-07-22,Nunavut,NU,3531,7,3435,77083,29021,14519
1743,2023-07-29,British Columbia,BC,403605,5816,307963,14343876,4461186,2995501
1744,2023-07-29,Alberta,AB,634263,5817,523679,10077398,3448932,1831404
1745,2023-07-29,Saskatchewan,SK,156358,2003,113023,2630158,920507,516000
1746,2023-07-29,Manitoba,MB,156524,2506,129338,3001252,1101542,607635
1747,2023-07-29,Ontario,ON,1628415,17306,1587996,38843561,12207809,7691178
1748,2023-07-29,Quebec,QC,1352877,18214,1099129,23491903,7239627,4727309
1749,2023-07-29,Newfoundland and Labrador,NL,55802,358,25162,1264499,476756,289311
1750,2023-07-29,New Brunswick,NB,91265,928,65138,1757172,661271,395689
1751,2023-07-29,Nova Scotia,NS,144284,866,43018,2235685,842600,503257
1752,2023-07-29,Prince Edward Island,PE,57368,109,41242,391227,144466,83158
1753,2023-07-29,Yukon,YT,4989,32,4489,92743,35380,20672
1754,2023-07-29,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1755,2023-07-29,Nunavut,NU,3531,7,3435,77083,29021,14519
1756,2023-08-05,British Columbia,BC,403741,5833,307963,14343876,4461186,2995501
1757,2023-08-05,Alberta,AB,634414,5825,523679,10077398,3448932,1831404
1758,2023-08-05,Saskatchewan,SK,156399,2004,113023,2630158,920507,516000
1759,2023-08-05,Manitoba,MB,156577,2507,129338,3001252,1101542,607635
1760,2023-08-05,Ontario,ON,1629093,17323,1587996,38851240,12205173,7688993
1761,2023-08-05,Quebec,QC,1353814,18230,1099129,23494661,7239696,4727415
1762,2023-08-05,Newfoundland and Labrador,NL,55823,359,25162,1264499,476756,289311
1763,2023-08-05,New Brunswick,NB,91265,928,65138,1757172,661271,395689
1764,2023-08-05,Nova Scotia,NS,144565,866,43018,2235685,842600,503257
1765,2023-08-05,Prince Edward Island,PE,57368,109,41242,391227,144466,83158
1766,2023-08-05,Yukon,YT,4989,32,4489,92743,35380,20672
1767,2023-08-05,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1768,2023-08-05,Nunavut,NU,3531,7,3435,77083,29021,14519
1769,2023-08-12,British Columbia,BC,403874,5841,307963,14343876,4461186,2995501
1770,2023-08-12,Alberta,AB,634603,5830,523679,10077398,3448932,1831404
1771,2023-08-12,Saskatchewan,SK,156435,2004,113023,2630158,920507,516000
1772,2023-08-12,Manitoba,MB,156620,2508,129338,3001252,1101542,607635
1773,2023-08-12,Ontario,ON,1629821,17334,1587996,38859102,12204073,7688033
1774,2023-08-12,Quebec,QC,1355175,18244,1099129,23497117,7239747,4727550
1775,2023-08-12,Newfoundland and Labrador,NL,55851,359,25162,1264499,476756,289311
1776,2023-08-12,New Brunswick,NB,91265,928,65138,1757172,661271,395689
1777,2023-08-12,Nova Scotia,NS,144565,866,43018,2235685,842600,503257
1778,2023-08-12,Prince Edward Island,PE,57368,109,41242,391227,144466,83158
1779,2023-08-12,Yukon,YT,4989,32,4489,92743,35380,20672
1780,2023-08-12,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1781,2023-08-12,Nunavut,NU,3531,7,3435,77083,29021,14519
1782,2023-08-19,British Columbia,BC,404105,5857,307963,14343876,4461186,2995501
1783,2023-08-19,Alberta,AB,634802,5833,523679,10077398,3448932,1831404
1784,2023-08-19,Saskatchewan,SK,156486,2005,113023,2630158,920507,516000
1785,2023-08-19,Manitoba,MB,156676,2508,129338,3001252,1101542,607635
1786,2023-08-19,Ontario,ON,1630983,17348,1587996,38868935,12203236,7687254
1787,2023-08-19,Quebec,QC,1356844,18263,1099129,23501893,7239829,4727729
1788,2023-08-19,Newfoundland and Labrador,NL,55884,360,25162,1264499,476756,289311
1789,2023-08-19,New Brunswick,NB,91265,928,65138,1757172,661271,395689
1790,2023-08-19,Nova Scotia,NS,144565,866,43018,2235685,842600,503257
1791,2023-08-19,Prince Edward Island,PE,57368,109,41242,391227,144466,83158
1792,2023-08-19,Yukon,YT,4989,32,4489,92743,35380,20672
1793,2023-08-19,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1794,2023-08-19,Nunavut,NU,3531,7,3435,77083,29021,14519
1795,2023-08-26,British Columbia,BC,404471,5867,307963,14343876,4461186,2995501
1796,2023-08-26,Alberta,AB,635127,5841,523679,10077398,3448932,1831404
1797,2023-08-26,Saskatchewan,SK,156567,2005,113023,2630158,920507,516000
1798,2023-08-26,Manitoba,MB,156756,2508,129338,3001252,1101542,607635
1799,2023-08-26,Ontario,ON,1632542,17362,1587996,38878229,12202199,7686315
1800,2023-08-26,Quebec,QC,1358799,18285,1099129,23505830,7239914,4727866
1801,2023-08-26,Newfoundland and Labrador,NL,55921,360,25162,1264499,476756,289311
1802,2023-08-26,New Brunswick,NB,91479,935,65138,1757172,661271,395689
1803,2023-08-26,Nova Scotia,NS,144946,870,43018,2235685,842600,503257
1804,2023-08-26,Prince Edward Island,PE,57415,109,41242,391227,144466,83158
1805,2023-08-26,Yukon,YT,4989,32,4489,92743,35380,20672
1806,2023-08-26,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1807,2023-08-26,Nunavut,NU,3531,7,3435,77083,29021,14519
1808,2023-09-02,British Columbia,BC,404923,5886,307963,14343876,4461186,2995501
1809,2023-09-02,Alberta,AB,635435,5855,523679,10077398,3448932,1831404
1810,2023-09-02,Saskatchewan,SK,156634,2005,113023,2630158,920507,516000
1811,2023-09-02,Manitoba,MB,156856,2509,129338,3001252,1101542,607635
1812,2023-09-02,Ontario,ON,1634126,17377,1587996,38886450,12201722,7685867
1813,2023-09-02,Quebec,QC,1361238,18312,1099129,23509133,7240027,4728036
1814,2023-09-02,Newfoundland and Labrador,NL,55983,360,25162,1264499,476756,289311
1815,2023-09-02,New Brunswick,NB,91574,935,65138,1757172,661271,395689
1816,2023-09-02,Nova Scotia,NS,144946,870,43018,2235685,842600,503257
1817,2023-09-02,Prince Edward Island,PE,57415,109,41242,391227,144466,83158
1818,2023-09-02,Yukon,YT,4989,32,4489,92743,35380,20672
1819,2023-09-02,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1820,2023-09-02,Nunavut,NU,3531,7,3435,77083,29021,14519
1821,2023-09-09,British Columbia,BC,405348,5910,307963,14343876,4461186,2995501
1822,2023-09-09,Alberta,AB,635816,5873,523679,10077398,3448932,1831404
1823,2023-09-09,Saskatchewan,SK,156730,2005,113023,2630158,920507,516000
1824,2023-09-09,Manitoba,MB,156993,2509,129338,3001252,1101542,607635
1825,2023-09-09,Ontario,ON,1635961,17400,1587996,38892712,12198352,7683075
1826,2023-09-09,Quebec,QC,1364116,18359,1099129,23511129,7240076,4728126
1827,2023-09-09,Newfoundland and Labrador,NL,56044,361,25162,1264499,476756,289311
1828,2023-09-09,New Brunswick,NB,91658,939,65138,1757172,661271,395689
1829,2023-09-09,Nova Scotia,NS,144946,870,43018,2235685,842600,503257
1830,2023-09-09,Prince Edward Island,PE,57415,109,41242,391227,144466,83158
1831,2023-09-09,Yukon,YT,4989,32,4489,92743,35380,20672
1832,2023-09-09,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1833,2023-09-09,Nunavut,NU,3531,7,3435,77083,29021,14519
1834,2023-09-16,British Columbia,BC,405987,5943,307963,14343876,4461186,2995501
1835,2023-09-16,Alberta,AB,636308,5884,523679,10077398,3448932,1831404
1836,2023-09-16,Saskatchewan,SK,156853,2007,113023,2630158,920507,516000
1837,2023-09-16,Manitoba,MB,157107,2509,129338,3001252,1101542,607635
1838,2023-09-16,Ontario,ON,1638235,17427,1587996,38900305,12197206,7681997
1839,2023-09-16,Quebec,QC,1367497,18409,1099129,23513205,7240142,4728222
1840,2023-09-16,Newfoundland and Labrador,NL,56105,363,25162,1264499,476756,289311
1841,2023-09-16,New Brunswick,NB,91761,939,65138,1757172,661271,395689
1842,2023-09-16,Nova Scotia,NS,144946,870,43018,2235685,842600,503257
1843,2023-09-16,Prince Edward Island,PE,57415,109,41242,391227,144466,83158
1844,2023-09-16,Yukon,YT,4989,32,4489,92743,35380,20672
1845,2023-09-16,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1846,2023-09-16,Nunavut,NU,3531,7,3435,77083,29021,14519
1847,2023-09-23,British Columbia,BC,406735,5973,307963,14343876,4461186,2995501
1848,2023-09-23,Alberta,AB,636899,5905,523679,10077398,3448932,1831404
1849,2023-09-23,Saskatchewan,SK,157012,2007,113023,2630158,920507,516000
1850,2023-09-23,Manitoba,MB,157311,2511,129338,3001252,1101542,607635
1851,2023-09-23,Ontario,ON,1640994,17459,1587996,38906399,12195870,7680821
1852,2023-09-23,Quebec,QC,1371765,18453,1099129,23515035,7240223,4728321
1853,2023-09-23,Newfoundland and Labrador,NL,56162,364,25162,1264499,476756,289311
1854,2023-09-23,New Brunswick,NB,91863,941,65138,1757172,661271,395689
1855,2023-09-23,Nova Scotia,NS,144946,870,43018,2235685,842600,503257
1856,2023-09-23,Prince Edward Island,PE,57495,110,41242,391227,144466,83158
1857,2023-09-23,Yukon,YT,4989,32,4489,92743,35380,20672
1858,2023-09-23,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1859,2023-09-23,Nunavut,NU,3531,7,3435,77083,29021,14519
1860,2023-09-30,British Columbia,BC,407621,6014,307963,14343876,4461186,2995501
1861,2023-09-30,Alberta,AB,637626,5930,523679,10077398,3448932,1831404
1862,2023-09-30,Saskatchewan,SK,157241,2008,113023,2630158,920507,516000
1863,2023-09-30,Manitoba,MB,157538,2511,129338,3001252,1101542,607635
1864,2023-09-30,Ontario,ON,1644221,17500,1587996,38919588,12195121,7679900
1865,2023-09-30,Quebec,QC,1376689,18511,1099129,23516644,7240279,4728422
1866,2023-09-30,Newfoundland and Labrador,NL,56231,366,25162,1264499,476756,289311
1867,2023-09-30,New Brunswick,NB,91968,944,65138,1757172,661271,395689
1868,2023-09-30,Nova Scotia,NS,146422,877,43018,2235685,842600,503257
1869,2023-09-30,Prince Edward Island,PE,57495,110,41242,391227,144466,83158
1870,2023-09-30,Yukon,YT,4989,32,4489,92743,35380,20672
1871,2023-09-30,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1872,2023-09-30,Nunavut,NU,3531,7,3435,77083,29021,14519
1873,2023-10-07,British Columbia,BC,408442,6069,307963,14343876,4461186,2995501
1874,2023-10-07,Alberta,AB,638485,5966,523679,10077398,3448932,1831404
1875,2023-10-07,Saskatchewan,SK,157511,2011,113023,2630158,920507,516000
1876,2023-10-07,Manitoba,MB,157703,2516,129338,3001252,1101542,607635
1877,2023-10-07,Ontario,ON,1647278,17532,1587996,38934784,12192213,7677750
1878,2023-10-07,Quebec,QC,1381888,18582,1099129,23518695,7240322,4728517
1879,2023-10-07,Newfoundland and Labrador,NL,56317,367,25162,1264499,476756,289311
1880,2023-10-07,New Brunswick,NB,92101,946,65138,1757172,661271,395689
1881,2023-10-07,Nova Scotia,NS,146422,877,43018,2235685,842600,503257
1882,2023-10-07,Prince Edward Island,PE,57566,110,41242,391227,144466,83158
1883,2023-10-07,Yukon,YT,4989,32,4489,92743,35380,20672
1884,2023-10-07,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1885,2023-10-07,Nunavut,NU,3531,7,3435,77083,29021,14519
1886,2023-10-14,British Columbia,BC,409181,6134,307963,14343876,4461186,2995501
1887,2023-10-14,Alberta,AB,639436,5996,523679,10077398,3448932,1831404
1888,2023-10-14,Saskatchewan,SK,157856,2014,113023,2630158,920507,516000
1889,2023-10-14,Manitoba,MB,157852,2518,129338,3001252,1101542,607635
1890,2023-10-14,Ontario,ON,1649792,17576,1587996,38987109,12191166,7677348
1891,2023-10-14,Quebec,QC,1385408,18657,1099129,23548213,7240457,4728938
1892,2023-10-14,Newfoundland and Labrador,NL,56417,368,25162,1264499,476756,289311
1893,2023-10-14,New Brunswick,NB,92255,949,65138,1757172,661271,395689
1894,2023-10-14,Nova Scotia,NS,147358,879,43018,2235685,842600,503257
1895,2023-10-14,Prince Edward Island,PE,57566,110,41242,391227,144466,83158
1896,2023-10-14,Yukon,YT,4989,32,4489,92743,35380,20672
1897,2023-10-14,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1898,2023-10-14,Nunavut,NU,3531,7,3435,77083,29021,14519
1899,2023-10-21,British Columbia,BC,409754,6204,307963,14343876,4461186,2995501
1900,2023-10-21,Alberta,AB,640364,6029,523679,10077398,3448932,1831404
1901,2023-10-21,Saskatchewan,SK,158246,2015,113023,2630158,920507,516000
1902,2023-10-21,Manitoba,MB,158053,2518,129338,3001252,1101542,607635
1903,2023-10-21,Ontario,ON,1652743,17614,1587996,39179552,12190395,7678421
1904,2023-10-21,Quebec,QC,1388961,18725,1099129,23715425,7241055,4731362
1905,2023-10-21,Newfoundland and Labrador,NL,56502,369,25162,1264499,476756,289311
1906,2023-10-21,New Brunswick,NB,92392,953,65138,1757172,661271,395689
1907,2023-10-21,Nova Scotia,NS,147358,879,43018,2235685,842600,503257
1908,2023-10-21,Prince Edward Island,PE,57679,111,41242,391227,144466,83158
1909,2023-10-21,Yukon,YT,4989,32,4489,92743,35380,20672
1910,2023-10-21,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1911,2023-10-21,Nunavut,NU,3531,7,3435,77083,29021,14519
1912,2023-10-28,British Columbia,BC,410214,6255,307963,14343876,4461186,2995501
1913,2023-10-28,Alberta,AB,641190,6064,523679,10077398,3448932,1831404
1914,2023-10-28,Saskatchewan,SK,158642,2016,113023,2630158,920507,516000
1915,2023-10-28,Manitoba,MB,158227,2527,129338,3001252,1101542,607635
1916,2023-10-28,Ontario,ON,1656168,17670,1587996,39449512,12190536,7681462
1917,2023-10-28,Quebec,QC,1392429,18796,1099129,23908526,7241778,4734376
1918,2023-10-28,Newfoundland and Labrador,NL,56577,370,25162,1264499,476756,289311
1919,2023-10-28,New Brunswick,NB,92520,956,65138,1757172,661271,395689
1920,2023-10-28,Nova Scotia,NS,147953,882,43018,2235685,842600,503257
1921,2023-10-28,Prince Edward Island,PE,57679,111,41242,391227,144466,83158
1922,2023-10-28,Yukon,YT,4989,32,4489,92743,35380,20672
1923,2023-10-28,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1924,2023-10-28,Nunavut,NU,3531,7,3435,77083,29021,14519
1925,2023-11-04,British Columbia,BC,410754,6302,307963,14343876,4461186,2995501
1926,2023-11-04,Alberta,AB,642136,6103,523679,10077398,3448932,1831404
