vacID,date,province,partial,fully,booster
1885,2023-10-07,NU,77083,29021,14519
1886,2023-10-14,BC,14343876,4461186,2995501
1887,2023-10-14,AB,10077398,3448932,1831404
1888,2023-10-14,SK,2630158,920507,516000
1889,2023-10-14,MB,3001252,1101542,607635
1890,2023-10-14,ON,38987109,12191166,7677348
1891,2023-10-14,QC,23548213,7240457,4728938
1892,2023-10-14,NL,1264499,476756,289311
1893,2023-10-14,NB,1757172,661271,395689
1894,2023-10-14,NS,2235685,842600,503257
1895,2023-10-14,PE,391227,144466,83158
1896,2023-10-14,YT,92743,35380,20672
1897,2023-10-14,NT,102863,39663,20278
1898,2023-10-14,NU,77083,29021,14519
1899,2023-10-21,BC,14343876,4461186,2995501
1900,2023-10-21,AB,10077398,3448932,1831404
1901,2023-10-21,SK,2630158,920507,516000
1902,2023-10-21,MB,3001252,1101542,607635
1903,2023-10-21,ON,39179552,12190395,7678421
1904,2023-10-21,QC,23715425,7241055,4731362
1905,2023-10-21,NL,1264499,476756,289311
1906,2023-10-21,NB,1757172,661271,395689
1907,2023-10-21,NS,2235685,842600,503257
1908,2023-10-21,PE,391227,144466,83158
1909,2023-10-21,YT,92743,35380,20672
1910,2023-10-21,NT,102863,39663,20278
1911,2023-10-21,NU,77083,29021,14519
1912,2023-10-28,BC,14343876,4461186,2995501
1913,2023-10-28,AB,10077398,3448932,1831404
1914,2023-10-28,SK,2630158,920507,516000
1915,2023-10-28,MB,3001252,1101542,607635
1916,2023-10-28,ON,39449512,12190536,7681462
1917,2023-10-28,QC,23908526,7241778,4734376
1918,2023-10-28,NL,1264499,476756,289311
1919,2023-10-28,NB,1757172,661271,395689
1920,2023-10-28,NS,2235685,842600,503257
1921,2023-10-28,PE,391227,144466,83158
1922,2023-10-28,YT,92743,35380,20672
1923,2023-10-28,NT,102863,39663,20278
1924,2023-10-28,NU,77083,29021,14519
1925,2023-11-04,BC,14343876,4461186,2995501
1926,2023-11-04,AB,10077398,3448932,1831404
1927,2023-11-04,SK,2630158,920507,516000
1928,2023-11-04,MB,3001252,1101542,607635
1929,2023-11-04,ON,39790714,12191038,7686213
1930,2023-11-04,QC,24115709,7242500,4737723
1931,2023-11-04,NL,1264499,476756,289311
1932,2023-11-04,NB,1757172,661271,395689
1933,2023-11-04,NS,2235685,842600,503257
1934,2023-11-04,PE,391227,144466,83158
1935,2023-11-04,YT,92743,35380,20672
1936,2023-11-04,NT,102863,39663,20278
1937,2023-11-04,NU,77083,29021,14519
1938,2023-11-11,BC,14343876,4461186,2995501
1939,2023-11-11,AB,10077398,3448932,1831404
1940,2023-11-11,SK,2630158,920507,516000
1941,2023-11-11,MB,3001252,1101542,607635
1942,2023-11-11,ON,40105534,12189254,7690430
1943,2023-11-11,QC,24304519,7243251,4741121
1944,2023-11-11,NL,1264499,476756,289311
1945,2023-11-11,NB,1757172,661271,395689
1946,2023-11-11,NS,2235685,842600,503257
1947,2023-11-11,PE,391227,144466,83158
1948,2023-11-11,YT,92743,35380,20672
1949,2023-11-11,NT,102863,39663,20278
1950,2023-11-11,NU,77083,29021,14519
1951,2023-11-18,BC,14343876,4461186,2995501
1952,2023-11-18,AB,10077398,3448932,1831404
1953,2023-11-18,SK,2630158,920507,516000
1954,2023-11-18,MB,3001252,1101542,607635
1955,2023-11-18,ON,40356805,12189335,7695973
1956,2023-11-18,QC,24462255,7243938,4744174
1957,2023-11-18,NL,1264499,476756,289311
1958,2023-11-18,NB,1757172,661271,395689
1959,2023-11-18,NS,2235685,842600,503257
1960,2023-11-18,PE,391227,144466,83158
1961,2023-11-18,YT,92743,35380,20672
1962,2023-11-18,NT,102863,39663,20278
1963,2023-11-18,NU,77083,29021,14519
1964,2023-11-25,BC,14343876,4461186,2995501
1965,2023-11-25,AB,10077398,3448932,1831404
1966,2023-11-25,SK,2630158,920507,516000
1967,2023-11-25,MB,3001252,1101542,607635
1968,2023-11-25,ON,40560315,12189352,7700924
1969,2023-11-25,QC,24623773,7244671,4747727
1970,2023-11-25,NL,1264499,476756,289311
1971,2023-11-25,NB,1757172,661271,395689
1972,2023-11-25,NS,2235685,842600,503257
1973,2023-11-25,PE,391227,144466,83158
1974,2023-11-25,YT,92743,35380,20672
1975,2023-11-25,NT,102863,39663,20278
1976,2023-11-25,NU,77083,29021,14519
1977,2023-12-02,BC,14343876,4461186,2995501
1978,2023-12-02,AB,10077398,3448932,1831404
1979,2023-12-02,SK,2630158,920507,516000
1980,2023-12-02,MB,3001252,1101542,607635
1981,2023-12-02,ON,40725280,12189442,7705469
1982,2023-12-02,QC,24741756,7245287,4750427
1983,2023-12-02,NL,1264499,476756,289311
1984,2023-12-02,NB,1757172,661271,395689
1985,2023-12-02,NS,2235685,842600,503257
1986,2023-12-02,PE,391227,144466,83158
1987,2023-12-02,YT,92743,35380,20672
1988,2023-12-02,NT,102863,39663,20278
1989,2023-12-02,NU,77083,29021,14519
1990,2023-12-09,BC,14343876,4461186,2995501
1991,2023-12-09,AB,10077398,3448932,1831404
1992,2023-12-09,SK,2630158,920507,516000
1993,2023-12-09,MB,3001252,1101542,607635
1994,2023-12-09,ON,40864267,12187696,7707839
1995,2023-12-09,QC,24855479,7245956,4753230
1996,2023-12-09,NL,1264499,476756,289311
1997,2023-12-09,NB,1757172,661271,395689
1998,2023-12-09,NS,2235685,842600,503257
1999,2023-12-09,PE,391227,144466,83158
2000,2023-12-09,YT,92743,35380,20672
2001,2023-12-09,NT,102863,39663,20278
2002,2023-12-09,NU,77083,29021,14519
2003,2023-12-16,BC,14343876,4461186,2995501
2004,2023-12-16,AB,10077398,3448932,1831404
2005,2023-12-16,SK,2630158,920507,516000
2006,2023-12-16,MB,3001252,1101542,607635
2007,2023-12-16,ON,40981988,12186740,7710636
2008,2023-12-16,QC,24932209,7246457,4755607
2009,2023-12-16,NL,1264499,476756,289311
2010,2023-12-16,NB,1757172,661271,395689
2011,2023-12-16,NS,2235685,842600,503257
2012,2023-12-16,PE,391227,144466,83158
2013,2023-12-16,YT,92743,35380,20672
2014,2023-12-16,NT,102863,39663,20278
2015,2023-12-16,NU,77083,29021,14519
2016,2023-12-23,BC,14343876,4461186,2995501
2017,2023-12-23,AB,10077398,3448932,1831404
2018,2023-12-23,SK,2630158,920507,516000
2019,2023-12-23,MB,3001252,1101542,607635
2020,2023-12-23,ON,41022539,12187175,7712526
2021,2023-12-23,QC,25009709,7247025,4758045
2022,2023-12-23,NL,1264499,476756,289311
2023,2023-12-23,NB,1757172,661271,395689
2024,2023-12-23,NS,2235685,842600,503257
2025,2023-12-23,PE,391227,144466,83158
2026,2023-12-23,YT,92743,35380,20672
2027,2023-12-23,NT,102863,39663,20278
2028,2023-12-23,NU,77083,29021,14519
2029,2023-12-30,BC,14343876,4461186,2995501
2030,2023-12-30,AB,10077398,3448932,1831404
2031,2023-12-30,SK,2630158,920507,516000
2032,2023-12-30,MB,3001252,1101542,607635
2033,2023-12-30,ON,41093366,12185368,7713294
2034,2023-12-30,QC,25053776,7247416,4759512
2035,2023-12-30,NL,1264499,476756,289311
2036,2023-12-30,NB,1757172,661271,395689
2037,2023-12-30,NS,2235685,842600,503257
2038,2023-12-30,PE,391227,144466,83158
2039,2023-12-30,YT,92743,35380,20672
2040,2023-12-30,NT,102863,39663,20278
2041,2023-12-30,NU,77083,29021,14519
