covidID,dateID,province,totalcases,numdeaths,recovery
1763,136,NB,91265,928,65138
1764,136,NS,144565,866,43018
1765,136,PE,57368,109,41242
1766,136,YT,4989,32,4489
1767,136,NT,11511,22,11327
1768,136,NU,3531,7,3435
1769,137,BC,403874,5841,307963
1770,137,AB,634603,5830,523679
1771,137,SK,156435,2004,113023
1772,137,MB,156620,2508,129338
1773,137,ON,1629821,17334,1587996
1774,137,QC,1355175,18244,1099129
1775,137,NL,55851,359,25162
1776,137,NB,91265,928,65138
1777,137,NS,144565,866,43018
1778,137,PE,57368,109,41242
1779,137,YT,4989,32,4489
1780,137,NT,11511,22,11327
1781,137,NU,3531,7,3435
1782,138,BC,404105,5857,307963
1783,138,AB,634802,5833,523679
1784,138,SK,156486,2005,113023
1785,138,MB,156676,2508,129338
1786,138,ON,1630983,17348,1587996
1787,138,QC,1356844,18263,1099129
1788,138,NL,55884,360,25162
1789,138,NB,91265,928,65138
1790,138,NS,144565,866,43018
1791,138,PE,57368,109,41242
1792,138,YT,4989,32,4489
1793,138,NT,11511,22,11327
1794,138,NU,3531,7,3435
1795,139,BC,404471,5867,307963
1796,139,AB,635127,5841,523679
1797,139,SK,156567,2005,113023
1798,139,MB,156756,2508,129338
1799,139,ON,1632542,17362,1587996
1800,139,QC,1358799,18285,1099129
1801,139,NL,55921,360,25162
1802,139,NB,91479,935,65138
1803,139,NS,144946,870,43018
1804,139,PE,57415,109,41242
1805,139,YT,4989,32,4489
1806,139,NT,11511,22,11327
1807,139,NU,3531,7,3435
1808,140,BC,404923,5886,307963
1809,140,AB,635435,5855,523679
1810,140,SK,156634,2005,113023
1811,140,MB,156856,2509,129338
1812,140,ON,1634126,17377,1587996
1813,140,QC,1361238,18312,1099129
1814,140,NL,55983,360,25162
1815,140,NB,91574,935,65138
1816,140,NS,144946,870,43018
1817,140,PE,57415,109,41242
1818,140,YT,4989,32,4489
1819,140,NT,11511,22,11327
1820,140,NU,3531,7,3435
1821,141,BC,405348,5910,307963
1822,141,AB,635816,5873,523679
1823,141,SK,156730,2005,113023
1824,141,MB,156993,2509,129338
1825,141,ON,1635961,17400,1587996
1826,141,QC,1364116,18359,1099129
1827,141,NL,56044,361,25162
1828,141,NB,91658,939,65138
1829,141,NS,144946,870,43018
1830,141,PE,57415,109,41242
1831,141,YT,4989,32,4489
1832,141,NT,11511,22,11327
1833,141,NU,3531,7,3435
1834,142,BC,405987,5943,307963
1835,142,AB,636308,5884,523679
1836,142,SK,156853,2007,113023
1837,142,MB,157107,2509,129338
1838,142,ON,1638235,17427,1587996
1839,142,QC,1367497,18409,1099129
1840,142,NL,56105,363,25162
1841,142,NB,91761,939,65138
1842,142,NS,144946,870,43018
1843,142,PE,57415,109,41242
1844,142,YT,4989,32,4489
1845,142,NT,11511,22,11327
1846,142,NU,3531,7,3435
1847,143,BC,406735,5973,307963
1848,143,AB,636899,5905,523679
1849,143,SK,157012,2007,113023
1850,143,MB,157311,2511,129338
1851,143,ON,1640994,17459,1587996
1852,143,QC,1371765,18453,1099129
1853,143,NL,56162,364,25162
1854,143,NB,91863,941,65138
1855,143,NS,144946,870,43018
1856,143,PE,57495,110,41242
1857,143,YT,4989,32,4489
1858,143,NT,11511,22,11327
1859,143,NU,3531,7,3435
1860,144,BC,407621,6014,307963
1861,144,AB,637626,5930,523679
1862,144,SK,157241,2008,113023
1863,144,MB,157538,2511,129338
1864,144,ON,1644221,17500,1587996
1865,144,QC,1376689,18511,1099129
1866,144,NL,56231,366,25162
1867,144,NB,91968,944,65138
1868,144,NS,146422,877,43018
1869,144,PE,57495,110,41242
1870,144,YT,4989,32,4489
1871,144,NT,11511,22,11327
1872,144,NU,3531,7,3435
1873,145,BC,408442,6069,307963
1874,145,AB,638485,5966,523679
1875,145,SK,157511,2011,113023
1876,145,MB,157703,2516,129338
1877,145,ON,1647278,17532,1587996
1878,145,QC,1381888,18582,1099129
1879,145,NL,56317,367,25162
1880,145,NB,92101,946,65138
1881,145,NS,146422,877,43018
1882,145,PE,57566,110,41242
1883,145,YT,4989,32,4489
1884,145,NT,11511,22,11327
1885,145,NU,3531,7,3435
1886,146,BC,409181,6134,307963
1887,146,AB,639436,5996,523679
1888,146,SK,157856,2014,113023
1889,146,MB,157852,2518,129338
1890,146,ON,1649792,17576,1587996
1891,146,QC,1385408,18657,1099129
1892,146,NL,56417,368,25162
1893,146,NB,92255,949,65138
1894,146,NS,147358,879,43018
1895,146,PE,57566,110,41242
1896,146,YT,4989,32,4489
1897,146,NT,11511,22,11327
1898,146,NU,3531,7,3435
1899,147,BC,409754,6204,307963
1900,147,AB,640364,6029,523679
1901,147,SK,158246,2015,113023
1902,147,MB,158053,2518,129338
1903,147,ON,1652743,17614,1587996
1904,147,QC,1388961,18725,1099129
1905,147,NL,56502,369,25162
1906,147,NB,92392,953,65138
1907,147,NS,147358,879,43018
1908,147,PE,57679,111,41242
1909,147,YT,4989,32,4489
1910,147,NT,11511,22,11327
1911,147,NU,3531,7,3435
1912,148,BC,410214,6255,307963
1913,148,AB,641190,6064,523679
1914,148,SK,158642,2016,113023
1915,148,MB,158227,2527,129338
1916,148,ON,1656168,17670,1587996
1917,148,QC,1392429,18796,1099129
1918,148,NL,56577,370,25162
1919,148,NB,92520,956,65138
1920,148,NS,147953,882,43018
1921,148,PE,57679,111,41242
1922,148,YT,4989,32,4489
1923,148,NT,11511,22,11327
1924,148,NU,3531,7,3435
1925,149,BC,410754,6302,307963
1926,149,AB,642136,6103,523679
1927,149,SK,159084,2018,113023
1928,149,MB,158467,2527,129338
1929,149,ON,1659299,17718,1587996
1930,149,QC,1395773,18848,1099129
1931,149,NL,56653,372,25162
1932,149,NB,92636,958,65138
1933,149,NS,148206,891,43018
1934,149,PE,57735,111,41242
1935,149,YT,4989,32,4489
1936,149,NT,11511,22,11327
1937,149,NU,3531,7,3435
1938,150,BC,411232,6346,307963
1939,150,AB,642977,6127,523679
1940,150,SK,159580,2021,113023
1941,150,MB,158725,2527,129338
1942,150,ON,1662737,17771,1587996
1943,150,QC,1399411,18914,1099129
1944,150,NL,56747,373,25162
1945,150,NB,92760,962,65138
1946,150,NS,148499,905,43018
1947,150,PE,57735,111,41242
1948,150,YT,4989,32,4489
1949,150,NT,11511,22,11327
1950,150,NU,3531,7,3435
1951,151,BC,411595,6385,307963
1952,151,AB,643896,6148,523679
1953,151,SK,160006,2025,113023
1954,151,MB,159038,2528,129338
1955,151,ON,1666848,17841,1587996
1956,151,QC,1403575,18970,1099129
1957,151,NL,56848,374,25162
1958,151,NB,92922,964,65138
1959,151,NS,148900,923,43018
1960,151,PE,57861,112,41242
1961,151,YT,4989,32,4489
1962,151,NT,11511,22,11327
1963,151,NU,3531,7,3435
1964,152,BC,411977,6409,307963
1965,152,AB,644703,6160,523679
1966,152,SK,160401,2029,113023
1967,152,MB,159312,2530,129338
1968,152,ON,1671370,17896,1587996
1969,152,QC,1408046,19036,1099129
1970,152,NL,56984,377,25162
1971,152,NB,93075,968,65138
1972,152,NS,149277,931,43018
1973,152,PE,57861,112,41242
1974,152,YT,4989,32,4489
1975,152,NT,11511,22,11327
1976,152,NU,3531,7,3435
1977,153,BC,412334,6449,307963
1978,153,AB,645460,6180,523679
1979,153,SK,160709,2031,113023
1980,153,MB,159520,2534,129338
1981,153,ON,1675591,17954,1587996
1982,153,QC,1413120,19106,1099129
1983,153,NL,57117,379,25162
1984,153,NB,93213,970,65138
1985,153,NS,149614,947,43018
1986,153,PE,58011,113,41242
1987,153,YT,4989,32,4489
1988,153,NT,11511,22,11327
1989,153,NU,3531,7,3435
1990,154,BC,412753,6449,307963
1991,154,AB,646229,6204,523679
1992,154,SK,161016,2033,113023
1993,154,MB,159728,2571,129338
1994,154,ON,1679670,18037,1587996
1995,154,QC,1418541,19178,1099129
1996,154,NL,57236,381,25162
1997,154,NB,93381,972,65138
1998,154,NS,149931,950,43018
1999,154,PE,58070,114,41242
2000,154,YT,4989,32,4489
2001,154,NT,11511,22,11327
2002,154,NU,3531,7,3435
2003,155,BC,412814,6476,307963
2004,155,AB,646890,6219,523679
2005,155,SK,161278,2036,113023
2006,155,MB,159940,2571,129338
2007,155,ON,1684103,18081,1587996
2008,155,QC,1424803,19254,1099129
2009,155,NL,57352,383,25162
2010,155,NB,93381,978,65138
2011,155,NS,150238,959,43018
2012,155,PE,58117,114,41242
2013,155,YT,4989,32,4489
2014,155,NT,11511,22,11327
2015,155,NU,3531,7,3435
2016,156,BC,413170,6501,307963
2017,156,AB,647451,6236,523679
2018,156,SK,161499,2039,113023
2019,156,MB,160090,2571,129338
2020,156,ON,1688265,18125,1587996
2021,156,QC,1430564,19336,1099129
2022,156,NL,57455,384,25162
2023,156,NB,93753,983,65138
2024,156,NS,150542,961,43018
2025,156,PE,58117,114,41242
2026,156,YT,4989,32,4489
2027,156,NT,11511,22,11327
2028,156,NU,3531,7,3435
2029,157,BC,413594,6527,307963
2030,157,AB,647979,6248,523679
2031,157,SK,161701,2048,113023
2032,157,MB,160230,2571,129338
2033,157,ON,1692153,18182,1587996
2034,157,QC,1435424,19422,1099129
2035,157,NL,57542,387,25162
2036,157,NB,93899,989,65138
2037,157,NS,150811,961,43018
2038,157,PE,58228,114,41242
2039,157,YT,4989,32,4489
2040,157,NT,11511,22,11327
2041,157,NU,3531,7,3435
